OSEBuildingID,BuildingType,PrimaryPropertyType,ZipCode,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal(m2),PropertyGFAParking(m2),LargestPropertyUseType,SecondLargestPropertyUseType,ENERGYSTARScore,SourceEUIWN(GJ/m2),SteamUse(GJ),Electricity(kWh),NaturalGas(GJ),SiteEnergyUseWN(GJ),TotalGHGEmissions(MetricTonsCO2e)
24896,NonResidential,Retail Store,98144.0,1980,1.0,2,2175.88209984,0.0,Retail Store,Bank Branch,23.5,3016.8732069255534,0.0,566039.65625,0.0,2090944.8120299997,13.465
24904,NonResidential,Mixed Use Property,19575,1928,1,2.0,2136.76992,0.0,,,,671.1733652633972,0.0,95664.0,284266.92591999995,681245.91164,16.59
24908,SPS-District K-12,K-12 School,98117.0,1931,1.0,3,10880.43243264,0.0,K-12 School,,83.5,856.8532890961749,0.0,296621.40625,4418579.14681,6660242.4450199995,229.48000000000002
24909,NonResidential,Worship Facility,98117.0,1928,1.0,2,2240.8213248,0.0,Worship Facility,,73.0,812.5626609315852,0.0,89922.60154999999,543502.02581,1044763.24110564,29.494999999999997
24911,NonResidential,Worship Facility,98117.0,1929,1.0,3,3319.9830374400003,0.0,Worship Facility,Office,89.0,600.762627368521,0.0,64277.449219999995,938187.8386199999,1434551.30027875,48.754999999999995
24943,NonResidential,Warehouse,98134.0,1941,1.0,1,4742.700192,0.0,Non-Refrigerated Warehouse,,7.5,735.9058218116436,0.0,259738.10155000002,347256.11804,1361317.1458524999,23.66
24948,NonResidential,Retail Store,98134.0,1954,1.0,2,2034.5765760000002,0.0,Retail Store,,39.5,1412.1896617736402,0.0,181598.10155000002,619559.71862,1435410.3169425,35.504999999999995
24950,NonResidential,Other,98134.0,1952,1.0,1,2365.3113984,0.0,Other,,,4217.262795899176,0.0,256504.5,0.0,1026054.62018625,6.1
24955,NonResidential,Distribution Center,98134.0,1952,1.0,1,1514.3195520000002,0.0,Distribution Center,,99.0,101.0734853252956,0.0,47177.449219999995,55040.89761,241962.077958657,3.8950000000000005
24958,NonResidential,Warehouse,98134.0,1964,1.0,1,3108.7215244800004,0.0,Non-Refrigerated Warehouse,,1.0,1882.9195601988158,0.0,517798.90625,0.0,1864005.2965637497,12.32
24959,NonResidential,Mixed Use Property,98134.0,1952,1.0,1,3280.4063424,0.0,Other,Non-Refrigerated Warehouse,,1312.2518165175218,0.0,215589.35155000002,847780.2747499999,1889171.708685,47.805
24991,NonResidential,Other,98108.0,1962,1.0,3,3357.5158656000003,0.0,Other,,,4581.240941479051,0.0,1307754.4375,0.0,4707740.496069999,31.104999999999997
24994,NonResidential,Other,98144.0,1991,1.0,2,4455.90850752,1986.6386073600002,Other - Mall,Parking,,5664.089913334019,0.0,852837.3125,5577073.00897,8679262.76179,301.025
25000,NonResidential,Warehouse,98104.0,1930,1.0,1,2220.66136512,0.0,Non-Refrigerated Warehouse,Worship Facility,77.0,424.7357632115934,0.0,44262.599610000005,272794.73101,542841.508820439,14.785
25001,NonResidential,Self-Storage Facility,98115.0,1947,1.0,3,2092.3622668800003,0.0,Self-Storage Facility,,,555.9041750099985,0.0,39041.900389999995,540500.38011,818038.99058625,28.14
25002,NonResidential,Self-Storage Facility,98115.0,1996,1.0,4,3619.40953536,0.0,Self-Storage Facility,,,685.936912300424,0.0,162765.70315000002,488035.41148999997,1206826.2596718748,28.439999999999998
25025,NonResidential,Warehouse,98144.0,1928,1.0,2,2411.2984032,0.0,Non-Refrigerated Warehouse,Other - Services,,2047.5897751254101,0.0,436736.09375,0.0,1572190.2735799998,10.385
25042,NonResidential,Other,17919,1966,1,2.0,3096.64412928,0.0,Outpatient Rehabilitation/Physical Therapy,Parking,,464.4837671619787,0.0,78649.0,415337.02972,806084.8310799999,22.78
25069,Campus,K-12 School,98104.0,1923,1.0,4,4282.8301440000005,0.0,K-12 School,Parking,70.5,1290.674348604125,680922.898426875,329153.25,577624.2488,2788544.8130825,86.725
25115,NonResidential,Worship Facility,98133.0,1951,1.0,2,2037.92108544,0.0,Worship Facility,,96.5,449.7202201249517,0.0,21686.599609999997,558395.2527699999,716150.725385,28.625
25124,NonResidential,Other,98125.0,1960,1.0,1,2360.29463424,0.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",,,2810.7514373903477,0.0,540009.1875,545737.17042,2491241.170155,40.32
25148,NonResidential,Small- and Mid-Sized Office,98118.0,1967,1.0,2,2159.99568,0.0,Office,,53.0,1464.4298546598366,0.0,273587.70314999996,0.0,954045.6541849999,6.505
25163,NonResidential,Warehouse,98134.0,1960,1.0,1,2787.0912000000003,0.0,Non-Refrigerated Warehouse,Parking,27.0,1917.5570681002469,0.0,180560.45315000002,2428000.08246,3795871.65668,126.52
25165,Nonresidential COS,Warehouse,98108.0,1962,1.0,1,4183.981309440001,0.0,Non-Refrigerated Warehouse,"Repair Services (Vehicle, Shoe, Locksmith, etc)",,1171.4303234089982,0.0,290496.95314999996,942275.1410599999,2264803.8632487496,54.345
25217,SPS-District K-12,K-12 School,98116.0,1962,1.0,1,4776.1452864,0.0,K-12 School,,84.5,1047.643687343638,0.0,269016.75,1055026.23808,2455039.5557875,59.505
25250,NonResidential,University,98119.0,1959,1.0,2,11397.25204416,0.0,College/University,Restaurant,,3086.1481880908736,0.0,1729045.8125,8120204.931340001,15744444.092699997,449.89
25251,Campus,University,98119.0,1945,14.0,2,49888.93248,0.0,College/University,,,2881.1621103256357,0.0,6766310.5,56140232.67536999,87616107.2232,2986.95
25268,NonResidential,Small- and Mid-Sized Office,98125.0,1980,1.0,4,2138.81378688,0.0,Office,,79.5,1406.5113499913996,0.0,247852.25,170853.77875,1088514.2381274998,14.5
25275,NonResidential,Refrigerated Warehouse,98134.0,1967,1.0,1,2532.81557952,0.0,Refrigerated Warehouse,Other,,3187.221742151817,0.0,721630.8125,0.0,2564802.1953574996,17.165
25276,NonResidential,Warehouse,98134.0,1962,1.0,1,2932.85606976,0.0,Non-Refrigerated Warehouse,,12.5,1734.1484065760064,0.0,228356.89844999998,2223324.7728199996,3427540.18761,117.35
25277,NonResidential,Warehouse,98134.0,1956,1.0,1,2091.15452736,0.0,Non-Refrigerated Warehouse,,65.0,245.30193628838407,0.0,45415.949219999995,0.0,163490.935398657,1.08
25278,NonResidential,Warehouse,98134.0,1956,1.0,1,3714.6351513600002,0.0,Non-Refrigerated Warehouse,Office,69.5,698.9969736955959,0.0,135056.0,822167.63819,1506187.4344524997,44.6
25317,SPS-District K-12,K-12 School,98102.0,1925,1.0,2,6853.3643577600005,0.0,K-12 School,,93.0,750.101553285732,0.0,248357.79690000002,1674916.1904799999,3085869.4253274994,90.22
25325,NonResidential,Worship Facility,98102.0,1906,1.0,1,2456.3563776,0.0,Worship Facility,,90.5,603.6017615685901,0.0,68202.25,501322.3096,893974.0656418749,26.86
25361,SPS-District K-12,K-12 School,98115.0,1961,1.0,1,4048.5286771200003,0.0,K-12 School,,,,,,,,
25364,NonResidential,Self-Storage Facility,98144.0,1956,1.0,2,2675.6075520000004,0.0,Self-Storage Facility,,,1106.130055670093,0.0,199259.20315000002,493062.24486,1390955.69354875,29.560000000000002
25371,NonResidential,K-12 School,98122.0,2009,4.0,2,2647.73664,0.0,K-12 School,,91.0,1157.8024291888994,0.0,208830.14844999998,460858.12095,1423194.436615,28.165
25451,NonResidential,Restaurant,98109.0,1978,1.0,2,2463.69571776,0.0,Restaurant,Office,,,,,,,
25452,NonResidential,Mixed Use Property,98109.0,1988,1.0,2,3218.0684025600003,1430.8926220800001,Restaurant,Other,,7646.947162636097,0.0,1809215.875,8971421.008979999,16151593.856819998,494.64
25455,NonResidential,Other,18390,1922,1,1.0,2141.4150720000002,0.0,Automobile Dealership,,,4172.40430453083,0.0,576192.0,2453880.7042599996,4590011.09844,137.23
25457,NonResidential,Other,98109.0,1921,1.0,2,2443.349952,0.0,Other - Entertainment/Public Assembly,,,2903.3074936830158,0.0,438780.29689999996,1962386.27856,3743008.93044,109.22
25461,NonResidential,Restaurant,98109.0,1962,0.0,2,3165.3923788800003,0.0,Restaurant,,,4408.053124871553,0.0,763373.84375,4130444.3709299997,7481711.63349,226.07999999999998
25462,NonResidential,Small- and Mid-Sized Office,98109.0,1949,1.0,3,2169.7504992,0.0,Office,,78.5,1347.4571961401368,0.0,242696.45315000002,0.0,873674.81015375,5.775
25464,NonResidential,Small- and Mid-Sized Office,98109.0,1965,1.0,4,2865.1297536,0.0,Office,Restaurant,32.5,2949.301538271159,0.0,532781.0,1755471.60407,4123447.0811275,101.03999999999999
25471,NonResidential,Other,98115.0,1946,1.0,1,1888.9046092800002,0.0,Other,,,613.2548471942059,0.0,62247.150389999995,309813.62122999993,632981.4995568749,17.080000000000002
25513,NonResidential,Worship Facility,98122.0,1900,1.0,1,2029.931424,0.0,Worship Facility,,100.0,313.4413685494037,0.0,24866.150390000003,244945.36725,399417.01509731397,12.92
25528,NonResidential,Large Office,98104.0,1983,1.0,13,28572.98027328,7716.89811456,Office,Parking,,1503.6100086936553,0.0,2857394.125,0.0,10380596.07208,67.97
25537,NonResidential,Self-Storage Facility,98109.0,1918,1.0,2,2629.99215936,0.0,Self-Storage Facility,,,389.5303964219039,0.0,67031.85156499999,212088.16119999997,489296.15876043896,12.27
25540,NonResidential,Hotel,98104.0,1914,1.0,4,4227.08832,0.0,Hotel,,78.5,1353.135490887521,947275.9606068749,318794.5,715149.2096800001,2973046.3204624997,112.88499999999999
25541,NonResidential,Small- and Mid-Sized Office,98104.0,1900,1.0,5,3565.2470630400003,0.0,Office,Retail Store,,2322.418801172351,0.0,592247.6875,0.0,2176285.186485,14.085
25543,NonResidential,Small- and Mid-Sized Office,98104.0,1900,1.0,4,3976.62172416,0.0,Office,Retail Store,,1251.4941423300788,0.0,229846.54690000002,840664.4225799999,1696320.1927,47.785
25548,NonResidential,Small- and Mid-Sized Office,98104.0,1900,1.0,4,3093.671232,0.0,Office,Restaurant,,1235.5949776814946,0.0,315032.5,205248.20721999998,1380756.230705,17.825000000000003
25553,NonResidential,Hotel,98104.0,1900,1.0,3,2364.382368,0.0,Hotel,,98.5,677.9873037424522,0.0,146732.04690000002,0.0,510729.53780731396,3.49
25554,NonResidential,Other,98104.0,1900,1.0,3,2062.4474880000002,0.0,Other,,,158.42416997333993,0.0,15165.0,120348.05655000001,197676.091082314,6.42
25563,NonResidential,Warehouse,98109.0,1968,1.0,2,2740.45387392,0.0,Non-Refrigerated Warehouse,Office,,4078.1447971770676,0.0,911463.4375,530316.94099,3896633.843155,48.379999999999995
25567,NonResidential,Warehouse,98103.0,1938,1.0,1,2141.4150720000002,0.0,Non-Refrigerated Warehouse,,24.5,792.6886957516836,0.0,140512.95315000002,0.0,540309.579103125,3.34
25568,NonResidential,Small- and Mid-Sized Office,98103.0,2008,1.0,4,4491.861984,0.0,,,45.5,2682.9900099924926,0.0,926675.5,0.0,3485604.0958849997,22.045
25572,NonResidential,Retail Store,98105.0,1930,1.0,1,4279.02111936,0.0,Retail Store,,79.5,1181.0834001197054,0.0,424530.0,199677.49042,1767051.94263,20.15
25635,NonResidential,Medical Office,98115.0,1970,1.0,2,2192.0472288,0.0,Medical Office,,74.0,1217.424445960003,0.0,230258.95315000002,18515.77547,864133.11127875,6.41
25654,NonResidential,Retail Store,18379,1900,1,2.0,2006.705664,0.0,,,,321.3909684763814,0.0,53950.0,0.0,194212.27962000002,1.28
25657,NonResidential,Small- and Mid-Sized Office,98104.0,1900,1.0,3,2614.47735168,0.0,Office,,94.5,797.2312896438426,336160.36526731396,130978.0508,152286.83286999998,1035579.9656312498,35.37
25658,NonResidential,Small- and Mid-Sized Office,98104.0,1900,1.0,3,2671.8914304,0.0,Office,Retail Store,,2001.5957305372676,530921.9189881249,179595.54690000002,1618127.58598,2944055.6455475,124.565
25659,NonResidential,Small- and Mid-Sized Office,98104.0,1902,1.0,4,3626.0056512,0.0,Office,Retail Store,99.0,581.4564474862954,0.0,165147.89844999998,180745.49378,806905.502906875,13.024999999999999
25660,NonResidential,Small- and Mid-Sized Office,98104.0,1902,1.0,4,2586.23482752,0.0,Office,,74.0,1703.485681035378,0.0,375442.75,0.0,1403226.96452625,8.93
25661,NonResidential,Small- and Mid-Sized Office,98104.0,1909,0.0,3,4386.417033600001,0.0,Office,Retail Store,65.5,1730.7415044538152,0.0,533353.15625,1049473.98483,2896713.12511,65.515
25663,Nonresidential COS,Other,98122.0,1926,1.0,2,5720.9692032,2508.3820800000003,Other,Parking,,3886.786501088306,0.0,989169.5,963414.85075,4938177.469495,72.025
25664,NonResidential,Small- and Mid-Sized Office,98122.0,1917,1.0,3,2853.9813888000003,0.0,Office,Retail Store,,1213.4496635991995,0.0,258551.0469,396748.98263999994,1446442.0243024998,26.12
25666,NonResidential,Mixed Use Property,98122.0,1916,1.0,2,1917.5187456,0.0,Retail Store,Office,,631.425365628509,0.0,111073.0508,0.0,399847.38066543895,2.645
25667,NonResidential,Mixed Use Property,98122.0,1912,1.0,2,3243.61673856,0.0,Retail Store,Restaurant,,1510.991797089277,0.0,403156.90625,0.0,1406477.010915,9.585
25670,NonResidential,Small- and Mid-Sized Office,98122.0,1906,1.0,3,1941.3948268800002,0.0,Office,Retail Store,,1660.330745208585,0.0,207860.75,233635.65158,1017013.0529856399,16.705
25671,NonResidential,Retail Store,98122.0,1916,1.0,2,3431.8382976000003,0.0,Retail Store,,99.0,476.9759977764064,0.0,144818.19922,0.0,521325.40647543897,3.4450000000000003
25672,NonResidential,Small- and Mid-Sized Office,98122.0,1913,1.0,3,2124.32091264,0.0,Office,,,1510.9918322946482,0.0,254794.45315000002,284016.34917,1233009.5188387502,20.355
25673,NonResidential,Retail Store,98122.0,1920,1.0,1,2809.3879296,0.0,Retail Store,Restaurant,78.0,1205.500063672222,0.0,311087.15625,203939.40528999997,1334225.0514075,17.665
25694,NonResidential,Other,98105.0,1962,1.0,2,2655.72630144,0.0,Other,,,6716.276142613502,0.0,1491559.125,0.0,5369411.352,35.480000000000004
25709,NonResidential,Hotel,98104.0,1908,1.0,3,2675.6075520000004,0.0,Hotel,Restaurant,,3025.958498622499,0.0,368641.75,3785909.25263,5098379.098719999,199.345
25711,NonResidential,Restaurant,98104.0,1913,1.0,3,2675.6075520000004,0.0,,,,725.1170747381054,0.0,118461.14845000001,555575.07739,1031571.8256618748,30.785
25713,NonResidential,Small- and Mid-Sized Office,98104.0,1979,1.0,3,3270.3728140800004,0.0,Office,Bank Branch,2.5,3689.1821946838336,0.0,1011252.1875,0.0,3640371.374815,24.055
25737,NonResidential,Senior Care Community,98101.0,1969,1.0,6,8836.65845568,2423.09708928,Senior Care Community,Parking,1.0,2805.640963259577,0.0,1264675.25,3136970.8607799998,7960447.21861,187.995
25743,NonResidential,Worship Facility,98122.0,1910,1.0,2,2285.414784,0.0,Worship Facility,,69.0,438.93148168240776,0.0,74797.89843999999,89563.51587,381695.17227731395,6.285
25745,NonResidential,Worship Facility,98104.0,1900,1.0,1,4538.313504000001,0.0,Worship Facility,Office,,613.8226757604185,811874.5387712499,72195.25,8686.836510000001,1319706.6345125,61.55
25772,NonResidential,Hospital,98116.0,1961,0.0,3,5096.93948352,0.0,Hospital (General Medical & Surgical),,100.0,670.0376994431947,0.0,600089.34375,0.0,2175607.1785525,14.275
25839,NonResidential,Warehouse,98108.0,1964,1.0,1,2322.576,0.0,Non-Refrigerated Warehouse,Food Sales,,1783.54949183651,0.0,250791.79690000002,1149106.99334,2147650.39649625,63.81
25842,NonResidential,Warehouse,98134.0,1960,1.0,1,2322.576,0.0,Non-Refrigerated Warehouse,Office,,273.1255425060515,0.0,43296.800780000005,123694.70687,305275.973023125,7.255
25844,NonResidential,Other,98108.0,1927,1.0,1,2101.65257088,0.0,Manufacturing/Industrial Plant,,,766.0007358209159,0.0,90624.94922000001,435525.07528999995,891115.446513125,24.08
25847,NonResidential,Small- and Mid-Sized Office,98122.0,1917,1.0,3,2558.9213337600004,0.0,Office,Parking,90.0,1443.4202153126525,0.0,246360.04690000002,205300.96022,1112794.8614375,16.19
25886,NonResidential,Small- and Mid-Sized Office,98121.0,1989,1.0,7,4404.9976416,0.0,Office,Parking,,1713.7065952272064,0.0,457841.0,0.0,1726751.6179862497,10.89
25907,NonResidential,Other,98109.0,1961,1.0,3,2133.0537984000002,0.0,Other - Entertainment/Public Assembly,,,1855.0959082141658,0.0,166594.0,1673355.22921,2537824.179275,88.19999999999999
25914,NonResidential,Supermarket / Grocery Store,98112.0,1998,1.0,1,4156.38910656,0.0,Supermarket/Grocery Store,Parking,17.5,8360.707670365446,0.0,2432744.375,6609581.101469999,15935177.839499999,390.58
25932,NonResidential,Mixed Use Property,98105.0,1948,1.0,1,2116.14544512,0.0,Retail Store,Office,,847.2002121015532,0.0,67787.89843999999,2296494.76641,2813882.3427474997,117.215
25935,NonResidential,Worship Facility,98117.0,1956,1.0,2,2003.1753484800001,0.0,Worship Facility,Pre-school/Daycare,24.5,799.5026385462359,0.0,56607.650389999995,689776.07174,1073761.92761875,36.07
25954,NonResidential,Other,98122.0,1959,1.0,1,2392.53198912,0.0,Other - Entertainment/Public Assembly,,,1016.9809794056953,0.0,67642.19922000001,1215420.1519900002,1808497.33708,62.79
25955,NonResidential,Other,98112.0,1928,1.0,3,6622.1286912000005,0.0,Other - Recreation,,,6593.057413020433,0.0,2259687.5,16786814.35855,26007334.506,898.7750000000001
25956,SPS-District K-12,K-12 School,98112.0,1925,1.0,3,3557.90772288,0.0,K-12 School,,83.5,1158.9381209588673,0.0,175272.85155000002,1427901.32304,2579983.1899325,76.05000000000001
25965,NonResidential,Senior Care Community,98112.0,1963,1.0,16,14243.150868480001,0.0,Senior Care Community,Parking,40.5,2244.626322238755,0.0,1928026.25,13452792.05169,22320672.10992,723.05
25992,NonResidential,Mixed Use Property,98121.0,2009,1.0,19,112103.31127680001,18753.12894528,Office,Multifamily Housing,85.5,1783.5494918365102,0.0,7066113.75,4860230.42799,30737624.271919996,412.735
26002,NonResidential,Worship Facility,98118.0,1968,1.0,1,2248.253568,0.0,Worship Facility,Parking,43.5,1065.8142274689924,0.0,146545.45315000002,537166.39051,1231687.1330112498,30.525
26040,NonResidential,Self-Storage Facility,98126.0,1994,1.0,3,6188.271494400001,0.0,Self-Storage Facility,,,253.8193690970715,0.0,100447.35156499999,300530.14829,778387.132195,17.515
26098,NonResidential,K-12 School,98133.0,1938,1.0,2,2157.39439488,0.0,K-12 School,,59.5,1443.9880262761799,0.0,66650.05078,1048909.0002000001,1416372.8143024999,54.385000000000005
26115,NonResidential,Mixed Use Property,98122.0,1924,1.0,2,2273.89480704,0.0,Fitness Center/Health Club/Gym,Office,,2436.552412256186,0.0,316011.15625,1650548.5247199999,2861298.45362,90.60499999999999
26119,NonResidential,Retail Store,98122.0,1910,0.0,2,2299.35024,0.0,Retail Store,Office,,819.9444669298925,0.0,86814.89843999999,528473.22364,1023403.2544062498,28.665
26125,NonResidential,K-12 School,98122.0,1904,1.0,3,5574.182400000001,0.0,K-12 School,,50.5,1780.1425204392342,0.0,445802.25,2351667.5465199994,4488518.1510325,128.985
26126,NonResidential,Other,98122.0,1954,1.0,2,4325.565542400001,0.0,Other - Entertainment/Public Assembly,,,437.2280046715467,0.0,118530.35154999999,399874.07036,951503.058496875,22.95
26139,NonResidential,Other,98109.0,1980,1.0,3,2824.9956403200003,0.0,Bank Branch,Parking,60.5,2093.01612969751,0.0,425763.65625,0.0,1548151.7205987498,10.125
26146,NonResidential,Small- and Mid-Sized Office,98109.0,1920,1.0,3,2797.2176313600003,0.0,Office,Parking,88.5,1459.887226130135,0.0,274045.0,547229.5527899999,1704114.8440975,34.065
26150,SPS-District K-12,K-12 School,98126.0,1964,1.0,2,3709.5254841600004,0.0,K-12 School,,82.5,1292.3777990973922,0.0,306329.09375,803776.3598,2225711.4504225,47.745000000000005
26154,NonResidential,Small- and Mid-Sized Office,98119.0,1960,1.0,2,2367.26236224,0.0,Office,,93.5,659.8168026269203,0.0,60986.300780000005,655296.7109399999,1050437.518375,34.44
26157,NonResidential,Senior Care Community,98118.0,1967,1.0,1,13126.920842880001,0.0,Senior Care Community,,72.5,2870.941265408892,0.0,1974925.625,13132036.403199999,21706941.5978,708.02
26183,NonResidential,Small- and Mid-Sized Office,98109.0,1912,1.0,2,2581.58967552,0.0,Office,Other - Restaurant/Bar,76.5,1666.0089956653408,0.0,466893.84375,495087.43253,2180105.4268624997,36.025000000000006
26218,NonResidential,Hotel,98133.0,1990,1.0,4,3874.4283801600004,797.47969536,Hotel,,78.5,1131.6823497806583,0.0,287933.5,1006917.6121999999,2067120.0405812496,57.535
26233,NonResidential,Other,98134.0,1950,1.0,1,3344.5094400000003,0.0,Other,Office,,3112.2683714117425,0.0,800838.09375,858156.7898500001,4009522.7573875,62.25
26235,NonResidential,Warehouse,98134.0,1941,1.0,2,2073.96746496,0.0,Non-Refrigerated Warehouse,,52.5,592.8130231260461,0.0,56820.150389999995,385195.54811,668024.526161875,20.744999999999997
26236,NonResidential,Other,98134.0,1946,1.0,2,2913.4393344,0.0,Other - Entertainment/Public Assembly,,,1399.6974157142758,0.0,299406.59375,621783.2575699999,1881031.98672625,38.42
26237,NonResidential,Mixed Use Property,98134.0,1947,1.0,1,2833.1711078400003,0.0,Retail Store,Manufacturing/Industrial Plant,,1704.053492566734,0.0,378956.04689999996,720535.8185099999,2203659.773245,45.28
26254,NonResidential,Small- and Mid-Sized Office,98122.0,1922,1.0,3,2564.123904,0.0,Office,Retail Store,83.5,1510.4240037284353,0.0,264715.34375,120003.05193,1089636.5582025,12.34
26289,NonResidential,Senior Care Community,98103.0,1961,1.0,2,5200.15476096,0.0,Senior Care Community,,77.0,2529.1084685488545,0.0,783757.6875,3552818.53954,6720552.31227,197.485
26319,SPS-District K-12,K-12 School,98118.0,1971,1.0,2,4914.663719040001,0.0,K-12 School,,78.5,1108.9691722106938,0.0,359830.09375,934384.87485,2556595.0154999997,55.59
26324,NonResidential,Senior Care Community,98125.0,1954,1.0,1,2098.0293523200003,0.0,Senior Care Community,,94.5,1939.7024168200846,0.0,226694.35155000002,1246769.14977,2250827.9450175,68.155
26331,NonResidential,Small- and Mid-Sized Office,98103.0,1997,0.0,3,2943.72572544,683.58056832,Office,Parking,40.5,2451.8837489063862,0.0,638503.1875,0.0,2298524.438085,15.185
26348,NonResidential,Small- and Mid-Sized Office,98103.0,1981,1.0,3,2479.9537497600004,560.5769433600001,Office,Parking,93.5,1019.8200875992163,0.0,201470.45315000002,0.0,751876.90334,4.789999999999999
26359,NonResidential,Warehouse,98133.0,1972,1.0,1,2731.349376,0.0,Non-Refrigerated Warehouse,,68.5,327.0692562962568,0.0,67097.60156499999,0.0,241705.014225,1.6
26379,NonResidential,Hotel,98108.0,1992,1.0,3,2085.85905408,0.0,Hotel,,81.5,1320.7692364932836,0.0,163284.70315000002,782915.1859500001,1398330.6288899998,43.295
26392,NonResidential,Other,98105.0,1912,1.0,2,2393.8326316800003,0.0,Bank Branch,,20.5,3378.0120711241952,0.0,472682.45314999996,0.0,1742460.93385625,11.24
26393,NonResidential,Retail Store,98105.0,1953,1.0,4,3150.3420864000004,0.0,Retail Store,Office,73.5,1839.196725962896,0.0,384235.54689999996,556059.34993,2045163.5166274998,37.129999999999995
26396,NonResidential,Worship Facility,98105.0,1927,1.0,2,7283.69123904,0.0,Worship Facility,Office,,741.5841247925416,0.0,283259.79689999996,1413128.9004499998,2932899.0454599997,77.875
26460,NonResidential,Warehouse,98103.0,1979,1.0,2,7312.9556966400005,0.0,Non-Refrigerated Warehouse,Office,31.0,1905.6326335722379,0.0,1181814.8125,376087.74266,4739938.553385,47.045
26465,NonResidential,K-12 School,98103.0,1910,1.0,2,3093.671232,0.0,K-12 School,,93.0,1023.7949135692534,0.0,92672.80077999999,1315174.4923999999,2098464.42247375,68.41
26473,NonResidential,Supermarket / Grocery Store,98103.0,1957,1.0,1,2676.35077632,0.0,Supermarket/Grocery Store,,28.5,8022.849812019067,0.0,1671050.0,3928635.65931,10362872.11914,237.51
26528,NonResidential,Small- and Mid-Sized Office,98105.0,1957,1.0,1,2598.12641664,650.69289216,Office,Parking,58.0,2042.4793526670383,0.0,322690.0,0.0,1266617.5979024998,7.675
26529,NonResidential,Supermarket / Grocery Store,98105.0,1950,1.0,1,2436.47512704,0.0,Supermarket/Grocery Store,Parking,38.0,8449.857032361178,0.0,1577008.9375,2278660.5597,8224556.959464999,152.215
26532,NonResidential,Mixed Use Property,98105.0,1928,,2,1928.6671104000002,0.0,,,,,,,,,
26535,NonResidential,Mixed Use Property,98105.0,1976,1.0,2,3246.77544192,1463.6873952,Bank Branch,Parking,19.5,2262.796818754876,0.0,331240.0,0.0,1284338.9791337498,7.88
26587,NonResidential,Small- and Mid-Sized Office,98102.0,1998,1.0,3,3496.7775225600003,928.9374969600001,Office,Laboratory,,7682.1526030163695,0.0,1741914.625,64.35866,6362187.7312549995,41.44
26593,NonResidential,Small- and Mid-Sized Office,98104.0,1900,1.0,4,2121.9054336,0.0,Office,Other,62.5,1622.8540768734047,0.0,263760.25,0.0,1096844.79406375,6.27
26594,NonResidential,Other,98104.0,1900,1.0,1,1989.9831168,0.0,Museum,Bar/Nightclub,,1409.9183123034186,0.0,223536.95315000002,81797.21921,879708.30264625,9.435
26596,NonResidential,Small- and Mid-Sized Office,98104.0,1900,1.0,1,1939.8154752,0.0,Office,,,1779.5747441132496,0.0,264293.0469,505430.18571,1435504.6129299998,31.724999999999998
26600,NonResidential,Mixed Use Property,98104.0,1966,1.0,3,2415.47904,0.0,Office,Other - Entertainment/Public Assembly,,1352.5676532360512,0.0,232353.04690000002,609474.4000799999,1445913.76894875,36.205
26601,NonResidential,Small- and Mid-Sized Office,98104.0,1900,1.0,3,3593.0250720000004,0.0,Office,Restaurant,,3130.4388162554633,0.0,369368.15625,656413.4919499999,1969456.82909125,41.83
26602,Nonresidential COS,Small- and Mid-Sized Office,98104.0,1929,1.0,4,4640.59975104,0.0,Office,Other,,2062.9211810506954,365325.0756,610965.1875,2552076.1935199997,5804694.81855,169.73000000000002
26611,NonResidential,Medical Office,98118.0,2010,1.0,2,2404.3306752000003,0.0,Medical Office,,11.0,2512.6413878884587,0.0,505526.84375,174156.64408,2063051.927045,20.795
26657,NonResidential,Worship Facility,98105.0,1927,1.0,3,3810.2323795200004,0.0,Worship Facility,Office,,787.5782256524953,0.0,138589.3008,741897.0907999999,1404751.3284025,40.644999999999996
26667,NonResidential,Other,98105.0,2004,1.0,2,1957.9315680000002,0.0,Social/Meeting Hall,Office,,1709.164018937733,0.0,194080.89844999998,934785.27012,1823070.68303625,51.67
26670,NonResidential,Worship Facility,98133.0,1950,1.0,3,4318.5978144,0.0,Worship Facility,,77.0,670.0376994431947,0.0,259310.79690000002,813945.5556099999,1896535.6318374998,47.14
26681,NonResidential,Small- and Mid-Sized Office,98115.0,1965,1.0,4,5285.81136384,0.0,Office,Parking,88.5,1237.8662830314365,0.0,372714.04689999996,398721.41731000005,1795844.7937949998,28.94
26695,NonResidential,Worship Facility,98115.0,1978,1.0,2,2554.8336000000004,0.0,Worship Facility,,65.0,575.7781748274426,0.0,95282.8008,232536.80659,673380.0107218749,13.969999999999999
26705,NonResidential,Small- and Mid-Sized Office,98104.0,1930,1.0,2,3403.0383552000003,0.0,Office,Distribution Center,90.5,578.0494717167393,0.0,156762.25,0.0,564323.272233125,3.73
26706,NonResidential,Small- and Mid-Sized Office,98104.0,1900,0.0,3,2492.5885632,0.0,Office,Other,,2032.2584384752101,0.0,350847.70314999996,1004218.24119,2312918.4897825,58.894999999999996
26708,NonResidential,Small- and Mid-Sized Office,98104.0,1906,1.0,5,3894.4954368000003,0.0,Office,,93.5,998.242602083134,0.0,343915.04689999996,0.0,1238047.8919274998,8.18
