ENERGYSTARScore,LargestPropertyUseType,LargestPropertyUseTypeGFA(m2),Neighborhood,OSEBuildingID,PrimaryPropertyType,PropertyGFATotal(m2),SecondLargestPropertyUseTypeGFA(m2),SiteEnergyUseWN(GJ),TotalGHGEmissions(MetricTonsCO2e)
,Residential Care Facility,2374.32299328,NORTHWEST,21216.0,Other,2374.32299328,,1941740.600715,12.530000000000001
,Other - Services,1509.02407872,NORTHWEST,21218.0,Other,2507.8246617600003,998.8005830400001,3634642.13525,128.215
71.0,Non-Refrigerated Warehouse,4469.75106048,NORTHWEST,21219.0,Warehouse,4469.75106048,,1604305.7724499998,10.785
,Other - Public Services,1769.802912,NORTHWEST,21221.0,Other,1942.50966336,0.0,1273830.38371,29.865000000000002
32.0,Office,2441.027376,NORTHWEST,21226.0,Small- and Mid-Sized Office,3975.5997907200003,1534.57241472,1852244.2130375,11.795
,Other - Recreation,4180.6368,NORTHWEST,21233.0,Other,4180.6368,,6285096.0796449995,168.925
42.5,Retail Store,2426.1628896,NORTHWEST,21236.0,Retail Store,2426.1628896,,1807427.50624,33.465
81.0,Retail Store,2213.78654016,NORTHWEST,21237.0,Retail Store,2201.43043584,0.0,1558808.9475999998,35.11
83.0,Worship Facility,2791.1789337600003,NORTHEAST,21239.0,Worship Facility,2418.5448403200003,0.0,1405178.9574087497,42.845
81.0,K-12 School,4595.72758272,MAGNOLIA / QUEEN ANNE,21243.0,K-12 School,4520.6619264,,2323182.5091099995,61.81
76.0,Senior Care Community,4323.61457856,MAGNOLIA / QUEEN ANNE,21244.0,Senior Care Community,4323.61457856,,5683138.454535,170.79
31.5,Retail Store,1340.40506112,DOWNTOWN,21265.0,Retail Store,2452.640256,668.9018880000001,1113866.7364562498,16.25
96.5,Office,3516.65877312,DOWNTOWN,21266.0,Small- and Mid-Sized Office,3544.0651699200002,1160.8234848000002,1453552.3374075,9.605
,Non-Refrigerated Warehouse,1337.8037760000002,LAKE UNION,21270.0,Mixed Use Property,2675.6075520000004,1337.8037760000002,532038.370291875,11.93
4.0,Worship Facility,2967.7876128000003,MAGNOLIA / QUEEN ANNE,21278.0,Worship Facility,2967.7876128000003,0.0,1908675.81161,12.61
43.0,Office,4915.3140403200005,MAGNOLIA / QUEEN ANNE,21290.0,Small- and Mid-Sized Office,7986.22402752,3070.9099872,4748719.026469999,31.38
92.0,Retail Store,3221.8774272,DOWNTOWN,21310.0,Retail Store,3221.8774272,,1370984.1331024999,27.005
16.0,Worship Facility,6973.11637632,DOWNTOWN,21313.0,Worship Facility,6973.11637632,,8189627.615575,304.85
,Office,2322.576,DOWNTOWN,21315.0,Small- and Mid-Sized Office,5362.3634688,,35897.625205,0.24
3.5,Retail Store,1505.029248,DOWNTOWN,21317.0,Retail Store,3391.3325721600004,,2261618.966815,20.695
7.5,Office,3270.1870080000003,DOWNTOWN,21318.0,Small- and Mid-Sized Office,3270.1870080000003,,3193098.0745425,21.1
79.0,Office,3329.6449536,DOWNTOWN,21319.0,Small- and Mid-Sized Office,3329.6449536,,1934731.4414875,46.685
57.5,Bank Branch,2158.1376192000002,DOWNTOWN,21321.0,Other,2408.0467968000003,,1462546.1963774997,9.585
15.5,Office,1450.1235513600002,DOWNTOWN,21322.0,Small- and Mid-Sized Office,2835.8652960000004,567.08015616,3281958.3929224997,75.34
,Other/Specialty Hospital,4857.3425433600005,EAST,21328.0,Other,4574.82439872,,8930208.25526,100.52000000000001
,Social/Meeting Hall,1896.24394944,EAST,21336.0,Other,1896.24394944,,2294186.558895,70.265
2.0,Medical Office,2004.0114758400002,EAST,21351.0,Medical Office,2866.5232992,,3451551.2430899995,87.07
90.0,Office,3867.73936128,EAST,21353.0,Small- and Mid-Sized Office,6832.92568896,2965.18632768,3543929.3952749996,106.94
,Other - Education,4253.1011712,EAST,21364.0,Other,4253.1011712,418.06368000000003,12170976.446369998,440.695
56.5,Medical Office,4645.152,EAST,21365.0,Medical Office,3633.9024096000003,,3488714.67653,55.625
,Other - Entertainment/Public Assembly,3333.91849344,EAST,21366.0,Other,3533.84583552,109.99719936000001,1342576.5107200001,54.055
51.5,Worship Facility,4923.8611200000005,EAST,21367.0,Worship Facility,3511.3632998400003,1635.0935040000002,3199780.6927,131.905
,Office,1707.5578752000001,Ballard,21380.0,Small- and Mid-Sized Office,2577.50194176,562.9924224,5342135.94088,35.3
78.0,Non-Refrigerated Warehouse,3385.7583897600002,BALLARD,21382.0,Warehouse,3385.7583897600002,,192176.59083231402,1.1800000000000002
60.0,Non-Refrigerated Warehouse,2559.7574611200002,BALLARD,21388.0,Warehouse,2559.7574611200002,,1408014.3652175,41.22
,Distribution Center,5324.2732224,BALLARD,21389.0,Distribution Center,5324.2732224,,1567325.7875674998,36.015
,Office,939.1568313600001,LAKE UNION,21391.0,Mixed Use Property,2408.0467968000003,651.80772864,1281447.3893799998,18.68
,Restaurant,3779.85308544,LAKE UNION,21396.0,Restaurant,3779.85308544,,2330612.3735125,71.92
53.5,Retail Store,4205.81352384,LAKE UNION,21397.0,Retail Store,4205.81352384,,3153865.8003249997,77.86500000000001
54.0,Office,2636.5882752,LAKE UNION,21398.0,Small- and Mid-Sized Office,2636.5882752,,1754824.52258375,37.370000000000005
77.0,Office,30644.067744000004,LAKE UNION,21399.0,Large Office,47209.6088064,15133.347797760001,29190303.87266,441.855
90.0,Office,2204.5891392000003,LAKE UNION,21401.0,Small- and Mid-Sized Office,2431.82997504,,1365403.85482125,35.84
1.0,Office,3482.09884224,LAKE UNION,21413.0,Small- and Mid-Sized Office,3506.1607296,0.0,7653961.78415,70.82
,Other,4630.93783488,MAGNOLIA / QUEEN ANNE,21418.0,Other,2415.47904,,5229174.88692,152.175
63.0,Worship Facility,2159.15955264,MAGNOLIA / QUEEN ANNE,21424.0,Worship Facility,2159.15955264,,872979.26184875,20.75
,Other,14473.829116800001,MAGNOLIA / QUEEN ANNE,21425.0,Other,14473.829116800001,,19836088.104599997,237.85500000000002
,Other,1952.63609472,MAGNOLIA / QUEEN ANNE,21432.0,Other,1952.63609472,,1860633.5226275,25.67
,Museum,2659.9069382400003,MAGNOLIA / QUEEN ANNE,21433.0,Other,2836.60852032,,6539081.200974999,187.815
,Other - Recreation,4645.152,MAGNOLIA / QUEEN ANNE,21435.0,Other,3156.0091718400004,,20115996.577659998,547.465
,Other,3065.8003200000003,MAGNOLIA / QUEEN ANNE,21436.0,Other,3771.863424,,2620866.63305,43.14
82.5,Office,3533.84583552,LAKE UNION,21438.0,Small- and Mid-Sized Office,3533.84583552,1820.8995840000002,2196051.9993499997,14.345
92.5,Office,3863.9303366400004,LAKE UNION,21442.0,Small- and Mid-Sized Office,6001.16477184,1983.479904,2804507.6071174997,70.39
1.0,Office,3289.13922816,LAKE UNION,21443.0,Small- and Mid-Sized Office,3852.3174566400003,464.51520000000005,9756339.75387,244.82
92.0,Office,11199.27566592,LAKE UNION,21445.0,Large Office,12143.3563584,8264.6544384,7801759.86425,87.12
39.0,Office,2075.54681664,LAKE UNION,21447.0,Small- and Mid-Sized Office,3324.0707712000003,763.10557056,2266060.6375324996,14.739999999999998
46.0,Office,748.8914054400001,MAGNOLIA / QUEEN ANNE,21459.0,Mixed Use Property,2334.83920128,743.22432,575221.184796875,3.73
,Other,4615.4230272,DOWNTOWN,21464.0,Other,4615.4230272,,3252918.6577175,133.68
,Other,3373.6809945600003,DOWNTOWN,21465.0,Other,3373.6809945600003,,2483753.0796287498,63.8
,Other - Entertainment/Public Assembly,1104.4313395200002,DOWNTOWN,21468.0,Other,2408.0467968000003,402.17726016,1325939.4014624998,9.155
76.5,Office,2369.02752,DOWNTOWN,21469.0,Small- and Mid-Sized Office,4430.174365440001,789.6758400000001,2245397.8149625002,71.61500000000001
,Other,3595.9050662400005,DOWNTOWN,21471.0,Other,4173.94778112,247.12208640000003,436709.38013999996,4.43
,Other,2231.4381177600003,DOWNTOWN,21474.0,Other,4622.8552704,,36093.338835,0.24
,Retail Store,1450.58806656,DOWNTOWN,21478.0,Mixed Use Property,4578.2618112,858.4240896,5110131.148295,95.745
,Restaurant,1589.94262656,DOWNTOWN,21482.0,Restaurant,2357.8791552000002,596.9949350400001,7278603.351714999,221.70999999999998
,Office,1941.2090208000002,DOWNTOWN,21483.0,Small- and Mid-Sized Office,3782.5472736,1510.6034304000002,3057287.718045,46.745000000000005
92.0,Parking,3347.85394944,DOWNTOWN,21488.0,Mixed Use Property,7624.0879776,2563.56648576,1919891.7588225,11.84
42.0,Office,3359.3739264,DOWNTOWN,21495.0,Small- and Mid-Sized Office,3359.3739264,,2106723.76186,13.71
,Other - Restaurant/Bar,599.6891232,DOWNTOWN,21496.0,Mixed Use Property,3216.02453568,540.04537152,5340633.00791,139.025
100.0,Office,6321.86606592,DOWNTOWN,21505.0,Small- and Mid-Sized Office,6215.213376000001,,1676646.0932325,14.32
,Office,1181.1692505600001,DOWNTOWN,21506.0,Mixed Use Property,2725.7751936,1076.9320396800001,2542845.0779325,75.94
,Food Service,2109.8280384,DOWNTOWN,21508.0,Other,2109.8280384,,298848.118885,1.9749999999999999
15.0,Office,3433.60345536,LAKE UNION,21515.0,Small- and Mid-Sized Office,4691.51061696,1257.9071616,3289267.452955,21.87
68.0,Office,5385.77503488,LAKE UNION,21520.0,Small- and Mid-Sized Office,5059.9640736,0.0,3937071.1277749995,45.19
57.0,K-12 School,4269.8237184,EAST,21521.0,K-12 School,4269.8237184,,5162578.972189999,179.215
91.0,Office,1962.85542912,LAKE UNION,21530.0,Small- and Mid-Sized Office,1962.85542912,,570115.436262314,3.905
,Hotel,10104.41333952,LAKE UNION,21533.0,Mixed Use Property,25496.49610368,9801.17781696,10053645.11127,220.675
,Office,5030.699616000001,LAKE UNION,21534.0,Small- and Mid-Sized Office,4789.33751808,60.386976000000004,1512948.85240375,9.995000000000001
41.0,Hotel,3576.76704,LAKE UNION,21535.0,Hotel,3578.6251008000004,,2812408.55581,63.445
93.0,Hotel,1765.15776,LAKE UNION,21537.0,Hotel,2711.46812544,,977918.9583937499,31.56
60.5,Worship Facility,2539.78330752,LAKE UNION,21546.0,Worship Facility,2539.78330752,,715414.458358125,3.86
,Laboratory,1918.3548729600002,MAGNOLIA / QUEEN ANNE,21549.0,Laboratory,3197.35102464,1278.9961516800001,12804276.7389,390.68
91.5,Office,4260.90502656,MAGNOLIA / QUEEN ANNE,21550.0,Small- and Mid-Sized Office,4260.90502656,,3711571.571385,125.495
15.0,K-12 School,5676.282840960001,NORTHWEST,21557.0,K-12 School,4575.660526080001,,4345916.900845,99.07
89.0,Office,3082.1512550400003,LAKE UNION,21580.0,Small- and Mid-Sized Office,3082.1512550400003,1393.5456000000001,1622711.9535625,36.29
,Retail Store,998.8005830400001,LAKE UNION,21582.0,Retail Store,2340.59918976,747.31205376,1912511.0865924999,46.835
83.0,K-12 School,7023.9343392,SOUTHEAST,21601.0,K-12 School,7023.9343392,,2587989.7765074996,46.875
66.0,K-12 School,2742.9622560000003,SOUTHEAST,21604.0,K-12 School,2742.9622560000003,,1799322.9309675,30.27
67.0,Worship Facility,2039.0359219200002,GREATER DUWAMISH,21611.0,Worship Facility,2039.0359219200002,,339838.09009187494,2.245
,Other - Recreation,2795.9169888,EAST,21613.0,Other,2897.7387206400003,101.82173184000001,6402889.044639999,170.515
86.0,K-12 School,4012.2964915200005,NORTH,21616.0,K-12 School,3929.0553676800005,,1564226.1531699998,40.495
,"Repair Services (Vehicle, Shoe, Locksmith, etc)",2908.14386112,NORTH,21617.0,Other,3472.4369260800004,322.18774272,3684166.7835325,104.975
31.5,Non-Refrigerated Warehouse,1557.7981747200001,GREATER DUWAMISH,21622.0,Warehouse,2729.4913152000004,635.17808448,907517.4092731249,5.92
88.0,Worship Facility,2107.78417152,EAST,21656.0,Worship Facility,2107.78417152,,404601.48102543893,6.175000000000001
,Adult Education,2077.68358656,SOUTHEAST,21687.0,Other,2077.68358656,0.0,1659302.093775,49.295
49.0,Non-Refrigerated Warehouse,1776.3061248000001,SOUTHEAST,21688.0,Non-Refrigerated Warehouse,2548.7949024,772.4887776,1569415.46578,36.72
85.0,Office,3784.68404352,GREATER DUWAMISH,21689.0,Small- and Mid-Sized Office,3833.3652364800005,,2010816.10426875,12.945
,Office,2469.3628032,LAKE UNION,21716.0,Small- and Mid-Sized Office,4011.83197632,1068.10625088,8087630.217604999,92.375
80.0,Worship Facility,4243.8108672,NORTH,21723.0,Worship Facility,4243.8108672,,2580569.5395274996,84.735
10.0,Senior Care Community,67447.60704,LAKE UNION,21741.0,Senior Care Community,67275.55060992,,41706336.10943999,906.73
95.5,Worship Facility,1698.08176512,SOUTHWEST,21768.0,Worship Facility,2188.98142848,1413.24104448,571053.434031875,3.775
,Office,956.1580876800001,Ballard,21772.0,Small- and Mid-Sized Office,2679.6952857600004,947.6110080000001,1049691.9536318749,6.404999999999999
76.0,K-12 School,5043.2415264,DELRIDGE,21774.0,K-12 School,5065.8169651200005,,2126546.0313162496,13.57
,Non-Refrigerated Warehouse,1706.90755392,GREATER DUWAMISH,21783.0,Warehouse,1960.3470470400002,253.43949312,787696.78381125,23.66
79.0,Refrigerated Warehouse,4235.82120576,GREATER DUWAMISH,21784.0,Refrigerated Warehouse,4235.82120576,,1351770.9629725,9.145
,Manufacturing/Industrial Plant,2476.7950464,GREATER DUWAMISH,21785.0,Other,2476.7950464,,2373073.3950949996,15.68
46.0,Non-Refrigerated Warehouse,2023.4282112,GREATER DUWAMISH,21786.0,Warehouse,2612.9909030400004,589.5626918400001,1023443.8742162499,18.174999999999997
51.0,Non-Refrigerated Warehouse,3251.6064,GREATER DUWAMISH,21787.0,Warehouse,3251.6064,,410823.69737543893,2.715
16.5,Non-Refrigerated Warehouse,2429.4144960000003,GREATER DUWAMISH,21792.0,Warehouse,2429.4144960000003,,1085394.9532375,22.9
75.0,Office,2229.6729600000003,GREATER DUWAMISH,21793.0,Small- and Mid-Sized Office,2229.6729600000003,,1149767.3290175,7.390000000000001
36.0,K-12 School,3791.28015936,EAST,21794.0,K-12 School,4050.01512576,,3086082.6793299997,76.27000000000001
,Parking,6038.6976,EAST,21795.0,Other,7966.4356800000005,1858.0608000000002,2212680.0087149995,66.155
72.0,K-12 School,7792.892801280001,EAST,21796.0,K-12 School,7792.892801280001,,3035112.2032,64.95
,Distribution Center,2376.4597632,LAKE UNION,21822.0,Distribution Center,2608.7173632000004,232.25760000000002,795633.47266125,15.27
83.0,Senior Care Community,4765.74014592,NORTHWEST,21879.0,Senior Care Community,4765.74014592,,6539218.886305,221.45
100.0,Worship Facility,2127.29380992,NORTHWEST,21883.0,Worship Facility,2048.2333228800003,0.0,270378.857945439,1.76
2.5,Non-Refrigerated Warehouse,2935.736064,GREATER DUWAMISH,21893.0,Warehouse,2935.736064,,3932944.6562324995,95.905
57.5,Non-Refrigerated Warehouse,3278.45537856,GREATER DUWAMISH,21894.0,Warehouse,3278.45537856,,1070346.66569189,19.665
48.5,Non-Refrigerated Warehouse,2787.0912000000003,GREATER DUWAMISH,21896.0,Warehouse,2686.7559168000003,,2291449.3376075,81.185
69.0,Non-Refrigerated Warehouse,2060.21781504,GREATER DUWAMISH,21897.0,Warehouse,2060.21781504,,666210.58128625,27.310000000000002
90.0,Non-Refrigerated Warehouse,2907.8651520000003,GREATER DUWAMISH,21898.0,Warehouse,2907.8651520000003,,393339.8694973139,7.895
12.5,Non-Refrigerated Warehouse,2043.86688,GREATER DUWAMISH,21902.0,Warehouse,2043.86688,0.0,755275.05377625,4.99
40.5,Office,3673.47910464,NORTH,21904.0,Small- and Mid-Sized Office,3709.3396780800003,0.0,3990604.344645,24.27
,Other - Recreation,2166.4988928000002,NORTH,21905.0,Other,2843.7620544,677.2631616,4943507.368849999,139.63
63.0,Medical Office,2501.8788672,NORTH,21907.0,Medical Office,2501.8788672,,1089404.3131199998,7.195
66.5,Medical Office,6045.10790976,NORTH,21909.0,Medical Office,3599.5282848,0.0,3232340.37183,47.825
,Self-Storage Facility,1885.56009984,NORTHEAST,21913.0,Self-Storage Facility,1885.56009984,,902634.49268125,5.965
,Medical Office,965.0767795200001,NORTHEAST,21916.0,Mixed Use Property,2056.4087904000003,754.0010726400001,1464503.0029712499,26.35
85.5,Medical Office,3257.7380006400003,NORTHEAST,21917.0,Medical Office,3565.4328691200003,307.69486848,1964217.26924875,51.94
43.0,Non-Refrigerated Warehouse,3119.31247104,NORTHEAST,21920.0,Warehouse,3119.31247104,,2106866.65654875,61.22
20.5,Supermarket/Grocery Store,3249.9341452800004,NORTHEAST,21921.0,Supermarket / Grocery Store,3066.2648352,0.0,11818822.73981,233.23
,Parking,2181.6420883200003,EAST,21945.0,Other,1948.26965184,962.4754944000001,1610370.883771875,10.64
,Office,1858.0608000000002,MAGNOLIA / QUEEN ANNE,21955.0,Small- and Mid-Sized Office,2221.3116864000003,363.2508864,952403.5522068749,14.23
76.5,Worship Facility,2022.0346656000002,BALLARD,21964.0,Worship Facility,2022.0346656000002,,592400.89163,18.585
,College/University,159760.06241472,EAST,22062.0,University,204386.68800000002,29632.353638400004,134326436.76376,3237.855
1.0,Worship Facility,2467.5047424,CENTRAL,22078.0,Worship Facility,2467.5047424,,2056416.4568812498,70.88499999999999
36.5,Non-Refrigerated Warehouse,1871.0672256,LAKE UNION,22095.0,Warehouse,1871.0672256,,148741.62110204797,0.98
100.0,,,SOUTHEAST,22138.0,Worship Facility,2046.56106816,,105527.10119999999,0.64
83.0,Retail Store,3608.8185888000003,GREATER DUWAMISH,22139.0,Retail Store,3608.8185888000003,557.4182400000001,7054269.900389999,204.715
44.0,Supermarket/Grocery Store,2410.46227584,GREATER DUWAMISH,22142.0,Supermarket / Grocery Store,2424.02611968,0.0,8223727.154774999,159.66
86.5,K-12 School,3750.86733696,NORTH,22149.0,K-12 School,3584.38508928,,2241773.02445,62.665000000000006
91.5,Office,2369.02752,GREATER DUWAMISH,22163.0,Small- and Mid-Sized Office,2369.02752,,1569389.15522125,52.425
,Non-Refrigerated Warehouse,3486.0936729600003,GREATER DUWAMISH,22165.0,Warehouse,3892.1728608000003,241.17629184,1555673.30928,27.83
,Retail Store,5220.50052672,GREATER DUWAMISH,22166.0,Retail Store,5220.50052672,,2759895.318195,46.29
95.0,K-12 School,3293.22696192,BALLARD,22223.0,K-12 School,3293.22696192,,2037783.3719275,67.91
10.5,Supermarket/Grocery Store,2714.06941056,BALLARD,22230.0,Supermarket / Grocery Store,2714.06941056,,9779564.26212,195.32
33.0,Supermarket/Grocery Store,4369.60158336,BALLARD,22240.0,Supermarket / Grocery Store,8277.93957312,0.0,15410145.69405,371.185
,Other - Recreation,2775.9428352,BALLARD,22252.0,Other,2972.89728,436.644288,1555475.68335375,42.555
,Other,1378.6811136000001,BALLARD,22259.0,Mixed Use Property,2893.0006656,873.288576,1226334.2201599998,38.71
2.5,Non-Refrigerated Warehouse,2966.5798732800004,BALLARD,22261.0,Warehouse,3853.4322931200004,886.85241984,3625808.1178699997,83.38
2.0,Non-Refrigerated Warehouse,3701.2571136,BALLARD,22264.0,Warehouse,3701.2571136,,877537.71452,5.505
,Library,1393.5456000000001,BALLARD,22312.0,Other,2840.6033510400002,287.99942400000003,1521416.9617875,29.910000000000004
,Social/Meeting Hall,2000.01664512,BALLARD,22327.0,Other,2000.01664512,,348307.221565,6.46
,Strip Mall,2399.4997171200002,BALLARD,22332.0,Other,2787.0912000000003,0.0,1176814.187765,12.885000000000002
,Other,2838.55948416,BALLARD,22420.0,Other,2795.17376448,,5429973.114825,36.61
68.0,Worship Facility,3757.4634528,BALLARD,22438.0,Worship Facility,3757.4634528,,1363104.48343375,35.15
50.5,Retail Store,2183.2214400000003,BALLARD,22440.0,Retail Store,2183.2214400000003,,1178636.5401499998,12.129999999999999
88.0,Office,3479.0330419200004,BALLARD,22441.0,Small- and Mid-Sized Office,3479.0330419200004,,2805402.4298799997,45.9
100.0,Office,2314.4934355200003,BALLARD,22446.0,Small- and Mid-Sized Office,2314.4934355200003,,251373.3203,3.59
80.5,Retail Store,2142.99442368,Ballard,22454.0,Retail Store,2082.8861568,,1673681.17680875,32.665
27.0,Supermarket/Grocery Store,2414.2713004800003,MAGNOLIA / QUEEN ANNE,22479.0,Supermarket / Grocery Store,2400.8003596800004,,9953199.706559999,245.535
,Office,1557.61236864,MAGNOLIA / QUEEN ANNE,22480.0,Small- and Mid-Sized Office,2451.6183225600003,894.00595392,1204795.76373125,8.185
85.0,Office,2402.3797113600003,MAGNOLIA / QUEEN ANNE,22486.0,Small- and Mid-Sized Office,2402.3797113600003,371.61216,988407.30985375,15.25
1.0,Non-Refrigerated Warehouse,1913.8026240000002,MAGNOLIA / QUEEN ANNE,22502.0,Warehouse,2378.317824,464.51520000000005,2084134.8613187498,34.535
,Manufacturing/Industrial Plant,947.6110080000001,MAGNOLIA / QUEEN ANNE,22504.0,Other,2152.4705337600003,,240764.642570439,1.5899999999999999
87.5,Office,3101.5679904000003,MAGNOLIA / QUEEN ANNE,22509.0,Small- and Mid-Sized Office,3881.8606233600003,780.2926329600001,1411089.0738225,9.325
72.5,Non-Refrigerated Warehouse,5284.696527360001,MAGNOLIA / QUEEN ANNE,22511.0,Warehouse,5284.696527360001,,1626629.6551074998,36.205
66.0,Retail Store,3048.1487424,BALLARD,22519.0,Retail Store,3048.1487424,,2312452.0213800003,45.754999999999995
,Self-Storage Facility,2878.97230656,MAGNOLIA / QUEEN ANNE,22547.0,Self-Storage Facility,2878.97230656,,102555.4711340532,0.675
,Self-Storage Facility,3711.6622540800004,MAGNOLIA / QUEEN ANNE,22548.0,Self-Storage Facility,3711.6622540800004,,59730.7444045266,0.385
80.0,Office,1930.8967833600002,MAGNOLIA / QUEEN ANNE,22574.0,Small- and Mid-Sized Office,1860.1046668800002,,736064.71912,4.6
87.0,Distribution Center,1693.5295161600002,MAGNOLIA / QUEEN ANNE,22577.0,Distribution Center,3390.7751539200003,1597.9322880000002,646146.50526625,13.535
,Distribution Center,2958.4973088,MAGNOLIA / QUEEN ANNE,22579.0,Distribution Center,3339.49267584,380.99536704,531096.465476875,10.82
96.5,Office,2339.67015936,MAGNOLIA / QUEEN ANNE,22585.0,Small- and Mid-Sized Office,2801.21246208,461.54230272,850205.39610125,5.665
83.0,Office,2008.2850156800002,MAGNOLIA / QUEEN ANNE,22607.0,Small- and Mid-Sized Office,2077.7764896000003,,612372.023458125,4.045
80.0,Office,2803.07052288,MAGNOLIA / QUEEN ANNE,22609.0,Small- and Mid-Sized Office,2803.07052288,,1058248.5561731248,6.515000000000001
100.0,Non-Refrigerated Warehouse,3948.3792000000003,BALLARD,22650.0,Warehouse,3948.3792000000003,472.96937664,275608.213353125,1.63
,Office,1342.26312192,BALLARD,22654.0,Small- and Mid-Sized Office,2139.74281728,492.386112,1229427.2604325,7.945
,Other,3980.895264,BALLARD,22672.0,Other,4250.31408,269.418816,7761522.777264999,287.745
27.0,Office,2183.2214400000003,BALLARD,22676.0,Small- and Mid-Sized Office,2183.2214400000003,,1848243.6892824997,33.845
92.5,Office,2070.06553728,BALLARD,22678.0,Small- and Mid-Sized Office,2070.06553728,,637842.7874187499,14.71
,Self-Storage Facility,2229.6729600000003,BALLARD,22679.0,Self-Storage Facility,2229.6729600000003,,499757.39185499994,14.305
,Strip Mall,882.57888,BALLARD,22684.0,Mixed Use Property,2516.2788384,761.4333158400001,2316291.5166025,59.04
,Other - Recreation,2972.0611526400003,NORTH,22801.0,Other,2718.15714432,246.00724992000002,9101616.468039999,293.805
59.0,Office,3483.864,NORTH,22804.0,Small- and Mid-Sized Office,3483.864,,2431550.2274774997,40.519999999999996
60.0,K-12 School,2228.09360832,NORTHWEST,22810.0,K-12 School,2228.09360832,,1374446.5762574999,33.655
26.0,Distribution Center,1867.351104,DELRIDGE,22818.0,Distribution Center,2238.963264,325.16064,902092.488576875,26.43
94.5,Worship Facility,2208.4910668800003,SOUTHWEST,22830.0,Worship Facility,2208.4910668800003,,234933.74628634297,1.335
4.5,K-12 School,4785.900105600001,NORTHEAST,22834.0,K-12 School,2911.85998272,,4824971.37785,133.515
,Parking,2234.50391808,NORTHWEST,22860.0,Mixed Use Property,5194.39477248,2183.31434304,2771473.6785175,18.59
,Other,1672.2547200000001,MAGNOLIA / QUEEN ANNE,22863.0,Other,1885.3742937600002,213.11957376,1774532.7796187499,58.230000000000004
58.0,Office,2230.41618432,MAGNOLIA / QUEEN ANNE,22866.0,Small- and Mid-Sized Office,3769.16923584,,1460115.66784375,9.645
48.0,Office,3874.70708928,MAGNOLIA / QUEEN ANNE,22867.0,Small- and Mid-Sized Office,3874.70708928,1114.8364800000002,1886344.675415,12.36
,Office,1874.4117350400002,MAGNOLIA / QUEEN ANNE,22881.0,Mixed Use Property,5355.30283776,1806.0350976000002,2388524.4850299996,39.11
8.5,Non-Refrigerated Warehouse,2373.3939628800003,MAGNOLIA / QUEEN ANNE,22883.0,Warehouse,3669.39137088,1295.9974080000002,2006732.4285974998,30.310000000000002
,Other - Entertainment/Public Assembly,4995.95387904,EAST,22936.0,Other,3073.88288448,,4236548.9855975,119.47
74.5,Office,2561.7084249600002,NORTHWEST,22940.0,Small- and Mid-Sized Office,2561.7084249600002,,1278849.1063062497,8.265
94.0,Retail Store,2320.9037452800003,NORTH,22953.0,Retail Store,2320.9037452800003,,547380.9539,3.62
4.0,Senior Care Community,4056.23962944,North,22955.0,Senior Care Community,4056.23962944,0.0,4434473.62571,82.96
89.0,Office,7070.385859200001,NORTHWEST,22962.0,Small- and Mid-Sized Office,7070.385859200001,,2847026.2613525,18.064999999999998
,Non-Refrigerated Warehouse,1625.8032,North,23008.0,Mixed Use Property,2973.73340736,1465.0809408,2343871.7081799996,43.065
66.0,Retail Store,3866.1600096,NORTH,23011.0,Retail Store,3866.1600096,,2229710.9191174996,13.815000000000001
58.0,Medical Office,2679.41657664,NORTH,23017.0,Medical Office,2679.41657664,,1551183.30362625,30.705
,Self-Storage Facility,2913.4393344,NORTH,23020.0,Self-Storage Facility,3097.75896576,91.41659136000001,134018.942902952,0.8300000000000001
,Other - Recreation,2833.3569139200004,NORTH,23022.0,Other,2833.3569139200004,,2997392.489375,82.035
89.0,K-12 School,1988.5895712000001,DELRIDGE,23040.0,K-12 School,3992.5081440000004,,1353597.2718325,45.975
,"Repair Services (Vehicle, Shoe, Locksmith, etc)",1214.7072480000002,DELRIDGE,23049.0,Other,2160.9247104,946.2174624,1966719.34403875,51.2
48.5,Office,2532.7226764800002,DELRIDGE,23051.0,Small- and Mid-Sized Office,2848.3143033600004,803.8900051200001,3607603.321335,66.165
,Other,2521.76011776,MAGNOLIA / QUEEN ANNE,23056.0,Other,2521.76011776,,1194546.4493025,31.32
,Other,2152.19182464,NORTHWEST,23064.0,Other,2152.19182464,,3662699.0820649997,179.79
76.0,Medical Office,4149.70008768,NORTHWEST,23065.0,Medical Office,3229.21676736,0.0,1631697.9655237498,10.61
86.5,Hospital (General Medical & Surgical),44920.477900800004,NORTHWEST,23071.0,Hospital,38613.47632128,24789.596872320002,103275409.02895999,3161.37
,Worship Facility,4265.085663360001,NORTHWEST,23076.0,Worship Facility,4154.53104576,95.225616,1824992.87047375,50.405
16.0,Supermarket/Grocery Store,2006.98437312,GREATER DUWAMISH,23098.0,Supermarket / Grocery Store,2006.98437312,,6275029.224655,124.72999999999999
60.5,Medical Office,48326.953668480004,EAST,23113.0,Medical Office,54996.83452224,26235.07527168,109002072.13743998,3279.63
56.5,Distribution Center,3999.4758720000004,DELRIDGE,23115.0,Distribution Center,3985.5404160000003,,468185.2983673139,2.88
,Adult Education,5383.916974080001,DELRIDGE,23117.0,Other,5383.916974080001,,3650394.8404624998,94.81
,Other - Services,1696.59531648,DELRIDGE,23120.0,Other,2437.0325452800002,740.4372288000001,3498255.320345,117.41999999999999
