OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal(m2),PropertyGFAParking(m2),LargestPropertyUseType,SecondLargestPropertyUseType,ENERGYSTARScore,SourceEUIWN(GJ/m2),SiteEnergyUseWN(GJ),SteamUse(GJ),Electricity(kWh),NaturalGas(GJ),TotalGHGEmissions(MetricTonsCO2e)
190,NonResidential,Small- and Mid-Sized Office,Emerald Services,98108.0,2924049043,2,GREATER DUWAMISH,2007,1.0,3,5947.1881056,0.0,Office,Non-Refrigerated Warehouse,20.0,1947.651947471977,3681240.0470925,0.0,785265.0,650494.60535,51.425
194,NonResidential,Retail Store,Northgate Mall,98125.0,2926049025,5,NORTH,1951,1.0,1,49242.23441856,0.0,Retail Store,Restaurant,98.0,1396.2904443169996,31246712.878179997,0.0,4849229.25,12498865.355519999,744.515
195,NonResidential,Other,Seattle-Northgate,98125.0,2926049409,5,NORTH,1964,1.0,3,5037.57444096,0.0,Other/Specialty Hospital,,,3724.3875657890203,8420312.00057,0.0,983494.40625,4308299.00031,240.26999999999998
197,NonResidential,Retail Store,Nordstrom Northgate 002,98125.0,2926049528,5,NORTH,1965,1.0,4,11551.749799680001,0.0,Retail Store,,75.5,2488.7926403477536,9062927.94537,0.0,2551564.125,99811.84118,65.72
198,NonResidential,Hospital,Seattle Children's Hospital Main Campus,98105.0,2982800005,4,NORTHEAST,1953,6.0,10,81661.77216000001,0.0,Hospital (General Medical & Surgical),,11.5,6463.592430648857,270851508.84128,0.0,33760930.0,144880668.28028,8096.110000000001
200,NonResidential,Other,Verity Credit Union,98133.0,3026049024,5,NORTHWEST,1996,1.0,3,5150.73034368,0.0,Financial Office,Parking,73.0,2216.2349285656637,3451514.8435199996,0.0,538312.90625,1376505.1302,82.095
205,SPS-District K-12,K-12 School,Ballard High,98117.0,3050700050,6,BALLARD,1999,1.0,2,22556.3935968,0.0,K-12 School,,81.0,1270.2325202204684,10246722.67386,0.0,2245874.5,1350416.13405,121.4
209,NonResidential,Self-Storage Facility,Madison Self Storage,98122.0,3225049002,3,EAST,1910,1.0,5,7884.681004800001,0.0,Self-Storage Facility,,,342.96845830796065,1629795.6264024999,0.0,134304.10155000002,844995.4438799999,45.730000000000004
211,Campus,University,NSCC MAIN CAMPUS,98103.0,3226049021,5,NORTHWEST,1970,11.0,2,64481.39877888001,10370.30184,College/University,,,1912.446611004333,40579827.44624,0.0,9764514.5,3363344.0068499995,401.565
212,SPS-District K-12,K-12 School,Aki Kurose Middle,98118.0,3332501090,2,SOUTHEAST,1952,1.0,2,16089.412982400001,0.0,K-12 School,,75.5,794.3921728193275,8368331.568255,0.0,524881.5,4963763.993319999,262.35
214,SPS-District K-12,K-12 School,Boren Building,98106.0,3438501230,1,DELRIDGE,1963,1.0,1,13502.620736640001,0.0,K-12 School,,76.0,865.9385461555778,6595906.4688099995,0.0,553902.3125,3543568.82852,191.555
215,NonResidential,Warehouse,Rainier Bottling Plant,98108.0,3466800065,2,GREATER DUWAMISH,1904,1.0,4,10618.53876288,0.0,Non-Refrigerated Warehouse,,64.0,424.73577184258767,2361429.225405,0.0,258858.5,1093237.87363,61.19
216,SPS-District K-12,K-12 School,Rainier Beach High,98118.0,3524049149,2,SOUTHEAST,1960,1.0,2,17105.772240000002,0.0,K-12 School,,87.5,1043.101093451479,10743775.683169998,0.0,861217.65625,5782061.1439,311.545
217,SPS-District K-12,K-12 School,Whitman Middle,98117.0,3526039131,6,BALLARD,1959,1.0,1,14889.5702208,0.0,K-12 School,,,440.6349673810458,3883520.76618,0.0,283770.5,4250265.425009999,220.7
220,NonResidential,Warehouse,8109,98134.0,3573700006,2,GREATER DUWAMISH,1937,1.0,1,21752.68939776,0.0,Non-Refrigerated Warehouse,,84.5,585.9990716437169,9139299.782295,0.0,418810.0,5938457.9629999995,308.89
223,NonResidential,Retail Store,Westwood Village - Building A,98126.0,3624039009,1,DELRIDGE,1966,1.0,1,6037.21115136,0.0,Retail Store,,74.0,1424.6818550249484,3060850.655665,0.0,738089.40625,331932.4266,34.265
224,NonResidential,Retail Store,Westwood Village - Building B,98126.0,3624039009,1,DELRIDGE,1965,1.0,1,6293.7164448,0.0,Retail Store,,34.0,2713.652735533121,10500639.21629,0.0,826506.15625,6937604.53077,368.885
225,SPS-District K-12,K-12 School,Denny/Sealth Campus,98126.0,3624039032,1,DELRIDGE,2010,1.0,2,34177.541967360004,0.0,K-12 School,,95.0,1000.5139423545331,14578586.966799999,0.0,2409306.375,4266713.282880001,272.08500000000004
226,SPS-District K-12,K-12 School,Roxhill Elementary,98126.0,3624039057,1,DELRIDGE,1958,1.0,1,4347.5835628800005,0.0,K-12 School,,86.0,1081.7134186351705,2552548.596635,0.0,241722.54690000002,1233358.28211,67.83500000000001
227,SPS-District K-12,K-12 School,Washington Middle,98144.0,3646100540,3,CENTRAL,1963,1.0,3,12652.27921152,0.0,K-12 School,,,532.6231951075013,3655644.68714,0.0,350037.5,3305121.5758100003,174.7
228,NonResidential,Other,Webster Building,98117.0,3693901110,6,BALLARD,1973,1.0,3,5202.57024,0.0,Other,,,810.2913466667344,2225392.75636125,0.0,249626.79690000002,1003926.5170999999,56.475
229,SPS-District K-12,K-12 School,Martin Luther King Jr. Elementary,98118.0,3812400550,2,SOUTHEAST,2004,1.0,2,6258.970707840001,0.0,K-12 School,,92.0,916.4752971795012,2408277.1864675,0.0,426036.29689999996,684216.9606,44.58
230,NonResidential,Self-Storage Facility,U-Haul Moving and Storage of West Seattle,98126.0,3874900040,1,SOUTHWEST,1969,1.0,2,4839.13354752,0.0,Self-Storage Facility,,,593.9486845739686,1593833.1809487499,0.0,151372.85155000002,807833.59303,44.265
231,SPS-District K-12,K-12 School,Hamilton International Middle,98103.0,4083301505,4,LAKE UNION,2010,1.0,3,11870.77883904,0.0,K-12 School,,78.0,1143.0389037861407,4946711.322304999,0.0,1076458.9375,852544.9257099999,68.52
232,NonResidential,Hotel,Silver Cloud Inn,98109.0,4088802955,3,LAKE UNION,1998,1.0,5,11512.544716800001,2787.0912000000003,Hotel,Parking,80.5,1705.1891667340165,10043622.041269999,0.0,1190612.625,5387399.59747,299.515
233,Nonresidential COS,Other,Armory Building,98109.0,4088803210,3,LAKE UNION,1900,1.0,1,4645.152,0.0,Museum,,,4268.36740149586,8554365.022755,0.0,1090563.5,3927624.3842999996,223.655
234,Nonresidential COS,Warehouse,SCL Roy Street Warehouse,98109.0,4088803530,7,MAGNOLIA / QUEEN ANNE,1926,1.0,2,4672.27968768,0.0,Non-Refrigerated Warehouse,Residence Hall/Dormitory,,378.7416558216114,604507.0127468749,0.0,167924.8008,0.0,3.995
235,NonResidential,Hotel,311jk-Seattle Downtown/Lake Union CY,98109.0,4088803586,7,MAGNOLIA / QUEEN ANNE,1998,1.0,7,19291.87367424,5048.444096640001,Hotel,,76.5,1935.7275475815104,12253936.86923,0.0,1623229.4375,5713360.9120000005,326.21000000000004
237,SPS-District K-12,K-12 School,Whittier Elementary,98117.0,4240400005,6,BALLARD,1999,1.0,2,6246.3358944,0.0,K-12 School,,87.0,1035.1514935245013,2660378.10252,0.0,488200.20314999996,694760.17518,46.59
238,Nonresidential COS,Small- and Mid-Sized Office,North Service Center,98103.0,4310701070,5,NORTHWEST,1957,1.0,2,8466.254035200001,0.0,Office,Distribution Center,,3075.927412449216,10567601.764369998,0.0,2052902.375,2431954.4473399995,171.25
239,SPS-District K-12,K-12 School,Gatewood Elementary,98136.0,4315700020,1,SOUTHWEST,1991,1.0,3,5399.33887872,0.0,K-12 School,,97.0,794.9599840099861,1563371.9502174999,0.0,342958.65625,226795.6976,19.575
241,NonResidential,Hotel,Hotel Nexus,98133.0,4468400005,5,NORTHWEST,1968,1.0,4,6028.7569747200005,0.0,Hotel,,71.5,2071.438574906343,6481732.359615,0.0,750406.3125,3763152.1359599996,207.28
242,SPS-District K-12,K-12 School,Olympic View Elementary,98115.0,5100404840,5,NORTH,1989,1.0,2,4904.53728768,0.0,K-12 School,,,463.34811002955337,760166.50976,0.0,179849.0,0.0,4.28
243,SPS-District K-12,K-12 School,Van Asselt Building - Old,98108.0,5129000050,2,GREATER DUWAMISH,1925,1.0,1,6574.00491648,0.0,K-12 School,,91.0,742.7197646061959,3730183.4891975,0.0,125349.5,2998497.92849,153.92000000000002
244,NonResidential,Small- and Mid-Sized Office,Washington Park Building,98104.0,5247800030,7,DOWNTOWN,1900,1.0,3,4139.57365632,0.0,Office,Self-Storage Facility,80.5,1136.7927719551158,1752084.3339399998,0.0,366505.20314999996,371322.03663999995,27.41
245,NonResidential,Other,CenturyLink,98134.0,7666204876,2,GREATER DUWAMISH,1999,1.0,6,147340.5053184,30442.4681472,Other - Entertainment/Public Assembly,Parking,,1210.6105207681362,64438996.488639995,0.0,14715445.0,10197801.65178,863.37
247,Nonresidential COS,Distribution Center,SCL SSC Building A,98134.0,7666205660,2,GREATER DUWAMISH,1924,1.0,2,16644.60154944,0.0,Distribution Center,Office,,1998.1887591399911,11260979.81095,0.0,2653715.875,686749.63213,97.69
248,Nonresidential COS,Warehouse,SCL SSC Building B,98134.0,7666205660,2,GREATER DUWAMISH,1965,1.0,2,5447.8342656,0.0,Non-Refrigerated Warehouse,Other - Services,,2328.097103869335,4844155.797595,0.0,1179000.3125,0.0,28.045
249,NonResidential,Other,Safeco Field,98134.0,7666206483,2,GREATER DUWAMISH,1999,1.0,3,108894.16156608,0.0,Other - Entertainment/Public Assembly,,,1336.6684533820958,59101819.32976,0.0,11725929.5,19127018.678170003,1241.74
250,NonResidential,Hotel,Silver Cloud Hotel - Stadium,98134.0,7666206720,2,GREATER DUWAMISH,2005,1.0,9,15649.42418496,1353.31858368,Hotel,Parking,62.5,2105.5083059139615,13903623.93746,0.0,1848890.5,6977225.198949999,395.2
257,NonResidential,Warehouse,Harbor Island: Warehouse E - DNRP-SWD,98134.0,7666703020,1,GREATER DUWAMISH,1916,0.0,4,7395.081984,0.0,Non-Refrigerated Warehouse,,44.5,940.3240969604342,2214775.7535224995,0.0,615238.75,0.0,14.635
260,SPS-District K-12,K-12 School,Lincoln Building,98103.0,7821200700,4,LAKE UNION,1997,1.0,4,22395.76424064,0.0,K-12 School,,76.5,803.4774038721821,10038222.24419,0.0,944340.15625,4862841.17396,267.25
261,Campus,Large Office,South Park,98108.0,7883608601,1,GREATER DUWAMISH,1980,14.0,2,31063.803678720004,2961.19149696,Office,Laboratory,,5086.608226858173,56672980.474599995,0.0,13216048.0,8205283.38715,727.405
263,NonResidential,Other,Building 1,98125.0,8632880000,5,NORTH,2008,1.0,6,39005.15553792,31132.64483136,Parking,Movie Theater,,3272.3960617212624,9873998.462479997,0.0,2103013.125,2248261.6434500003,163.2
267,NonResidential,Hotel,Grand Hyatt Seattle,98101.0,6792120000,7,DOWNTOWN,1999,1.0,0,86798.56704768,0.0,Hotel,Parking,,3122.489354878656,68744481.1164,0.0,11581251.0,26285686.23803,1598.655
268,NonResidential,Hospital,Swedish Cherry Hill,98122.0,7942600331,3,CENTRAL,1990,6.0,5,55511.33155776,0.0,Hospital (General Medical & Surgical),Parking,39.5,5076.955279782727,152874665.87936,0.0,16818392.0,87722970.55789,4815.88
273,SPS-District K-12,K-12 School,Highland Park Elementary,98106.0,7972603210,1,DELRIDGE,1999,1.0,1,6662.448610560001,0.0,K-12 School,,88.0,1061.8394275055034,2573259.0287875,0.0,563809.5625,394192.57226,33.255
274,NonResidential,Warehouse,27020-Seattle / Stone Way North,98103.0,8033700250,4,LAKE UNION,1991,1.0,3,7004.610506880001,758.1817094400001,Non-Refrigerated Warehouse,Parking,91.0,245.86977132784241,592425.949305,0.0,121614.5,124233.315,9.145
276,NonResidential,Hospital,Harborview Medical Center,98104.0,8590900220,3,EAST,2000,9.0,8,107645.91632064001,0.0,Hospital (General Medical & Surgical),Parking,29.5,5684.531707080133,313570533.74112,129390844.98256001,49760858.0,2141008.46409,10757.605
278,NonResidential,Senior Care Community,ID Village Square 1,98104.0,8592900105,2,DOWNTOWN,1999,1.0,5,9550.06089984,1171.60023744,Senior Care Community,Medical Office,,3004.380978468874,11175096.87189,0.0,2253517.75,2821229.91247,195.62
279,SPS-District K-12,K-12 School,West Seattle High,98116.0,8702100050,1,SOUTHWEST,2002,1.0,2,19414.97020224,0.0,K-12 School,,82.0,1066.3820300286566,9342889.698959999,0.0,1434650.3125,3133212.73706,191.845
281,NonResidential,K-12 School,University HTS Grade School,98105.0,8816400900,4,NORTHEAST,1928,1.0,2,5170.33288512,0.0,K-12 School,,91.0,464.4837671619787,2262328.3627824998,0.0,2449.9500120000002,1774812.96399,89.4
282,NonResidential,Hotel,Hotel Deca,98105.0,8817400055,4,NORTHEAST,1931,1.0,16,9927.618854400002,0.0,Hotel,,47.5,2200.903505037693,13558763.33315,0.0,1077081.9375,8795618.471299998,468.375
283,NonResidential,Small- and Mid-Sized Office,Lake City Center,98125.0,8822900465,5,NORTH,1972,1.0,5,4715.66540736,0.0,Office,Restaurant,62.5,1943.6772167835734,3358716.5136899995,0.0,749536.5625,568331.80785,46.435
284,NonResidential,Worship Facility,University Congregational United Church of Christ,98105.0,8823902255,4,NORTHEAST,1952,1.0,2,5274.291386880001,0.0,Worship Facility,,47.5,995.9713224558259,2953426.556585,0.0,282709.09375,1508856.6043699998,82.68
285,NonResidential,Worship Facility,University Presbyterian Church,98105.0,8823902325,4,NORTHEAST,1952,1.0,3,9569.013120000001,0.0,Worship Facility,,41.0,1198.1182832262,5873262.64042,0.0,704173.0,2592050.3068,147.23000000000002
286,SPS-District K-12,K-12 School,Roosevelt High,98115.0,8826900005,4,NORTHEAST,2006,1.0,3,25018.50996288,0.0,K-12 School,,79.5,1156.6667806874682,11942661.462369999,0.0,2179916.625,3114631.54787,208.64
287,SPS-District K-12,K-12 School,Bryant Elementary,98115.0,8827900180,4,NORTHEAST,2001,1.0,3,6983.8931289600005,0.0,K-12 School,,78.5,1015.8452962667216,3268396.3879175,0.0,463833.25,1172911.25706,70.08
289,SPS-District K-12,K-12 School,Frantz Coe Elementary,98119.0,9270200005,7,MAGNOLIA / QUEEN ANNE,2003,1.0,3,6987.609250560001,0.0,K-12 School,,87.5,935.7814771185097,2507440.4295125,0.0,518878.95314999996,574625.24075,41.265
290,SPS-District K-12,K-12 School,Madison Middle,98116.0,9278300005,1,SOUTHWEST,2005,1.0,3,12534.292350720001,0.0,K-12 School,,91.5,932.3745057212336,4537675.5065525,0.0,853215.8125,935204.12894,67.375
291,SPS-District K-12,K-12 School,Thurgood Marshall Elementary,98144.0,9344400300,3,CENTRAL,1991,1.0,2,5984.25641856,0.0,K-12 School,,65.0,1441.7167381314432,2766098.015935,0.0,690189.84375,0.0,16.415
292,SPS-District K-12,K-12 School,John Marshall Building,98115.0,9528103775,6,NORTHWEST,1927,1.0,3,8587.67830848,0.0,K-12 School,,74.5,1035.7193134597198,6291292.71079,0.0,290213.65625,4026462.4051,209.585
293,NonResidential,Other,ACT Theatre,98101.0,2141290000,7,DOWNTOWN,1914,1.0,7,11962.75284864,0.0,Other - Entertainment/Public Assembly,Other,,1694.4004069411183,6651113.010840001,0.0,1766186.75,293078.78703999997,56.765
295,NonResidential,Other,1122 3rd Ave,98101.0,2302700000,7,DOWNTOWN,1955,1.0,15,21449.4538752,0.0,Other,,,10892.08755709178,65420037.699279994,0.0,18444559.0,0.0,438.73
300,SPS-District K-12,K-12 School,Cleveland STEM High,98108.0,7549802085,2,GREATER DUWAMISH,2007,1.0,3,19041.49998144,0.0,K-12 School,,94.0,1068.6533616122788,9587819.767839998,0.0,1366560.875,3606871.37346,214.065
302,NonResidential,Other,Seattle ReadCntr (50/50),98119.0,7666201147,7,MAGNOLIA / QUEEN ANNE,1973,1.0,1,7068.620701440001,0.0,Other,,,1014.1418365746318,3668582.8879199997,0.0,462350.65625,1590842.1517899998,91.08
313,NonResidential,Medical Office,BMR-201 Elliott Avenue LLC,98119.0,7666202190,7,MAGNOLIA / QUEEN ANNE,1927,1.0,5,17651.5776,3623.2185600000003,Medical Office,Office,4.0,4380.797388330888,25573268.05116,0.0,4909870.25,7935755.649429999,516.26
314,NonResidential,Hotel,Edgewater Seattle,98121.0,7666202317,7,DOWNTOWN,1961,1.0,4,11362.87791936,0.0,Hotel,,10.5,3711.327439491043,26996425.82444,0.0,1879697.75,19353473.59139,1018.9300000000001
315,Campus,Other,P66 Bell Harbor International Conference Center & Cruise Terminal.,98125.0,7666202325,7,DOWNTOWN,1995,4.0,3,20018.37544704,0.0,Other,,,2958.954676137002,26924149.9942,0.0,4206581.875,10914441.13371,649.4749999999999
316,NonResidential,Hotel,337v2-Seattle Waterfront Marriott,98121.0,7666202345,7,DOWNTOWN,2003,1.0,8,23622.734689920002,3604.637952,Hotel,,26.0,2356.4885497826544,28532592.129380003,0.0,4167647.75,13719208.945,789.735
317,Nonresidential COS,Other,Seattle Aquarium,98101.0,7666202420,7,DOWNTOWN,1980,1.0,2,6447.4709760000005,0.0,Other - Entertainment/Public Assembly,,,6466.999609871387,16649118.47795,0.0,3218030.125,4507684.76664,303.455
318,NonResidential,Mixed Use Property,Pier 54,98104.0,7666202495,7,DOWNTOWN,1900,1.0,1,5843.601216,0.0,Restaurant,Other,,2739.2050380475494,9100252.27546,0.0,958858.8125,5390240.87405,294.14
319,NonResidential,Small- and Mid-Sized Office,Daily Journal Building,98104.0,7666202580,7,DOWNTOWN,1914,1.0,4,5249.0217600000005,0.0,Office,Retail Store,98.0,1009.5991820383822,1631009.077285,528553.3092881249,256603.35155000002,0.0,44.769999999999996
320,NonResidential,Warehouse,(ID320) BMW SEATTLE - SERVICE CENTER,98134.0,7666202725,2,GREATER DUWAMISH,2008,1.0,4,18906.140252160003,0.0,Non-Refrigerated Warehouse,Other - Services,72.0,695.5900022983196,4187867.5940199997,0.0,1108639.875,0.0,26.37
322,NonResidential,Large Office,Cox Media Group Seattle KIRO TV (322),98121.0,0656000005,7,DOWNTOWN,1968,0.0,3,9358.49483136,2483.39116224,Office,,27.0,3569.370332575414,10638014.886179999,0.0,2939896.75,0.0,69.93
323,NonResidential,Small- and Mid-Sized Office,200 Cedar Street Building,98121.0,0656000045,7,DOWNTOWN,1981,1.0,4,7215.03589248,1719.07785216,Office,Parking,58.0,2536.490205272077,5296169.878095,0.0,1247126.875,700009.09868,64.905
324,NonResidential,Large Office,Fourth and Battery,98121.0,0656000480,7,DOWNTOWN,1978,1.0,12,21739.31136,2024.3572416000002,Office,Laboratory,37.5,3182.6790789845736,20039457.249959998,0.0,5445834.5,356208.30214,147.47
325,NonResidential,Retail Store,WESTLAKE MALL RETAIL PORTION,18081,659000005,7,DOWNTOWN,1989,1,4.0,10319.39097408,0.0,,,91.0,2215.667065361908,10714965.68728,0.0,2901150.0,0.0,69.01
326,NonResidential,Large Office,Westlake Tower,98101.0,9301500000,7,DOWNTOWN,1989,1.0,25,34373.753187840004,0.0,Office,Parking,72.5,2316.172721581554,26185539.4153,0.0,7274034.0,0.0,173.025
327,NonResidential,Retail Store,Nordstrom 001,98101.0,0659000070,7,DOWNTOWN,1925,1.0,10,64423.613088000006,0.0,Retail Store,Office,92.5,1979.4504164549726,42354254.785799995,18632.2545054734,11069276.0,2597624.18878,395.41999999999996
328,NonResidential,Large Office,1600 Seventh,98191.0,0659000165,7,DOWNTOWN,1976,1.0,33,73523.09424384001,0.0,Office,Parking,89.0,1112.3761265731132,22276222.43212,0.0,11912571.5,283943.55003,297.655
329,NonResidential,Large Office,1700 Seventh Ave,98101.0,0659000235,7,DOWNTOWN,2000,1.0,23,69467.96945088,19052.18383104,Office,Parking,89.0,1962.415559468592,34270967.45892,0.0,8317355.0,3359761.0230900003,366.96500000000003
330,NonResidential,Small- and Mid-Sized Office,Lloyd building,98101.0,0659000350,7,DOWNTOWN,1926,1.0,10,5890.88886336,720.6488812800001,Office,Retail Store,91.0,1569.478191649412,3992811.530165,2078634.2400674997,387039.79689999996,0.0,161.27499999999998
331,NonResidential,Large Office,The Tower Building,98101.0,0659000365,7,DOWNTOWN,1930,1.0,17,19025.613561600003,2787.0912000000003,Office,Other - Recreation,91.5,1450.2341927447474,8244068.975339999,0.0,1958664.5,1012861.29271,97.575
332,NonResidential,Small- and Mid-Sized Office,Times Square Building,98101.0,0659000385,7,DOWNTOWN,1916,1.0,5,6818.990232960001,0.0,Office,Retail Store,62.0,2310.4944183167418,4206491.9087875,0.0,1086233.625,0.0,25.835
333,NonResidential,Large Office,Plaza 600,98101.0,0659000555,7,DOWNTOWN,1969,1.0,20,24698.36608704,3003.9268953600003,Office,Parking,92.5,1658.6272595099472,16318853.046149999,6616561.90596,2203173.625,0.0,536.47
334,NonResidential,Large Office,West 8th,98121.0,0659000750,7,DOWNTOWN,2009,1.0,25,70424.49915072,21243.952350720003,Office,Parking,95.5,1550.739779689308,27268062.6271,0.0,7354208.75,777931.08251,214.09
335,NonResidential,Large Office,Denny Building,98121.0,0660000080,7,DOWNTOWN,1968,1.0,12,19138.026240000003,0.0,Office,Parking,89.5,1652.381127678922,9560672.01898,2447691.5904174997,1936349.3125,0.0,225.13
336,NonResidential,Large Office,1918 Eighth Avenue,98101.0,0660000650,7,DOWNTOWN,2009,1.0,36,76634.50995648,14397.36991488,Office,Parking,97.0,1855.6637367803787,40819919.009959996,0.0,11419223.5,0.0,271.625
337,NonResidential,Large Office,1800 Ninth,98101.0,0660001135,7,DOWNTOWN,1990,1.0,16,44671.4977536,13155.070464,Office,Parking,94.0,1944.8128739159984,19617661.14292,0.0,5167291.0,136809.10267,129.8
338,NonResidential,Other,Jack R. McDonald Building,98101.0,0660001215,7,DOWNTOWN,2004,1.0,11,27784.5121728,6357.540833280001,Other,,,5923.587533455675,68025514.69963999,0.0,8904761.0,35026897.37525,1975.0100000000002
339,NonResidential,Small- and Mid-Sized Office,Broderick Building,98104.0,0939000130,7,DOWNTOWN,1900,1.0,7,8319.467232,0.0,Office,Retail Store,83.0,1752.3189729350402,4515890.759554999,348566.93117812497,1077742.25,0.0,51.135000000000005
