OSEBuildingID,PrimaryPropertyType,Neighborhood,PropertyGFATotal(m2),LargestPropertyUseType,LargestPropertyUseTypeGFA(m2),SecondLargestPropertyUseTypeGFA(m2),ENERGYSTARScore,SiteEnergyUseWN(GJ),TotalGHGEmissions(MetricTonsCO2e)
21183,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,6530.7120998400005,Office,6530.7120998400005,,86.0,3256312.2582075,19.575000000000003
21192,Distribution Center,DELRIDGE,2635.47343872,Distribution Center,3279.4773120000004,874.03180032,,2011146.2721075,27.060000000000002
21208,Other,NORTHWEST,8554.5119232,Other,8559.06417216,,,6189515.5565949995,150.945
21212,Other,NORTHWEST,1879.98591744,Other - Recreation,1879.98591744,,,2240287.56591125,48.695
21213,Small- and Mid-Sized Office,NORTHWEST,3698.9345376,Office,2519.34463872,1179.5898988800002,66.0,2262009.339015,40.17
21216,Other,NORTHWEST,2374.32299328,Residential Care Facility,2374.32299328,,,1941740.600715,12.530000000000001
21218,Other,NORTHWEST,2507.8246617600003,Other - Services,1509.02407872,998.8005830400001,,3634642.13525,128.215
21219,Warehouse,NORTHWEST,4469.75106048,Non-Refrigerated Warehouse,4469.75106048,,71.0,1604305.7724499998,10.785
21221,Other,NORTHWEST,1942.50966336,Other - Public Services,1769.802912,0.0,,1273830.38371,29.865000000000002
21226,Small- and Mid-Sized Office,NORTHWEST,3975.5997907200003,Office,2441.027376,1534.57241472,32.0,1852244.2130375,11.795
21233,Other,NORTHWEST,4180.6368,Other - Recreation,4180.6368,,,6285096.0796449995,168.925
21236,Retail Store,NORTHWEST,2426.1628896,Retail Store,2426.1628896,,42.5,1807427.50624,33.465
21237,Retail Store,NORTHWEST,2201.43043584,Retail Store,2213.78654016,0.0,81.0,1558808.9475999998,35.11
21239,Worship Facility,NORTHEAST,2418.5448403200003,Worship Facility,2791.1789337600003,0.0,83.0,1405178.9574087497,42.845
21243,K-12 School,MAGNOLIA / QUEEN ANNE,4520.6619264,K-12 School,4595.72758272,,81.0,2323182.5091099995,61.81
21244,Senior Care Community,MAGNOLIA / QUEEN ANNE,4323.61457856,Senior Care Community,4323.61457856,,76.0,5683138.454535,170.79
21265,Retail Store,DOWNTOWN,2452.640256,Retail Store,1340.40506112,668.9018880000001,31.5,1113866.7364562498,16.25
21266,Small- and Mid-Sized Office,DOWNTOWN,3544.0651699200002,Office,3516.65877312,1160.8234848000002,96.5,1453552.3374075,9.605
21270,Mixed Use Property,LAKE UNION,2675.6075520000004,Non-Refrigerated Warehouse,1337.8037760000002,1337.8037760000002,,532038.370291875,11.93
21278,Worship Facility,MAGNOLIA / QUEEN ANNE,2967.7876128000003,Worship Facility,2967.7876128000003,0.0,4.0,1908675.81161,12.61
21290,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,7986.22402752,Office,4915.3140403200005,3070.9099872,43.0,4748719.026469999,31.38
21310,Retail Store,DOWNTOWN,3221.8774272,Retail Store,3221.8774272,,92.0,1370984.1331024999,27.005
21313,Worship Facility,DOWNTOWN,6973.11637632,Worship Facility,6973.11637632,,16.0,8189627.615575,304.85
21315,Small- and Mid-Sized Office,DOWNTOWN,5362.3634688,Office,2322.576,,,35897.625205,0.24
21317,Retail Store,DOWNTOWN,3391.3325721600004,Retail Store,1505.029248,,3.5,2261618.966815,20.695
21318,Small- and Mid-Sized Office,DOWNTOWN,3270.1870080000003,Office,3270.1870080000003,,7.5,3193098.0745425,21.1
21319,Small- and Mid-Sized Office,DOWNTOWN,3329.6449536,Office,3329.6449536,,79.0,1934731.4414875,46.685
21321,Other,DOWNTOWN,2408.0467968000003,Bank Branch,2158.1376192000002,,57.5,1462546.1963774997,9.585
21322,Small- and Mid-Sized Office,DOWNTOWN,2835.8652960000004,Office,1450.1235513600002,567.08015616,15.5,3281958.3929224997,75.34
21328,Other,EAST,4574.82439872,Other/Specialty Hospital,4857.3425433600005,,,8930208.25526,100.52000000000001
21336,Other,EAST,1896.24394944,Social/Meeting Hall,1896.24394944,,,2294186.558895,70.265
21351,Medical Office,EAST,2866.5232992,Medical Office,2004.0114758400002,,2.0,3451551.2430899995,87.07
21353,Small- and Mid-Sized Office,EAST,6832.92568896,Office,3867.73936128,2965.18632768,90.0,3543929.3952749996,106.94
21364,Other,EAST,4253.1011712,Other - Education,4253.1011712,418.06368000000003,,12170976.446369998,440.695
21365,Medical Office,EAST,3633.9024096000003,Medical Office,4645.152,,56.5,3488714.67653,55.625
21366,Other,EAST,3533.84583552,Other - Entertainment/Public Assembly,3333.91849344,109.99719936000001,,1342576.5107200001,54.055
21367,Worship Facility,EAST,3511.3632998400003,Worship Facility,4923.8611200000005,1635.0935040000002,51.5,3199780.6927,131.905
21380,Small- and Mid-Sized Office,Ballard,2577.50194176,Office,1707.5578752000001,562.9924224,,5342135.94088,35.3
21382,Warehouse,BALLARD,3385.7583897600002,Non-Refrigerated Warehouse,3385.7583897600002,,78.0,192176.59083231402,1.1800000000000002
21388,Warehouse,BALLARD,2559.7574611200002,Non-Refrigerated Warehouse,2559.7574611200002,,60.0,1408014.3652175,41.22
21389,Distribution Center,BALLARD,5324.2732224,Distribution Center,5324.2732224,,,1567325.7875674998,36.015
21391,Mixed Use Property,LAKE UNION,2408.0467968000003,Office,939.1568313600001,651.80772864,,1281447.3893799998,18.68
21396,Restaurant,LAKE UNION,3779.85308544,Restaurant,3779.85308544,,,2330612.3735125,71.92
21397,Retail Store,LAKE UNION,4205.81352384,Retail Store,4205.81352384,,53.5,3153865.8003249997,77.86500000000001
21398,Small- and Mid-Sized Office,LAKE UNION,2636.5882752,Office,2636.5882752,,54.0,1754824.52258375,37.370000000000005
21399,Large Office,LAKE UNION,47209.6088064,Office,30644.067744000004,15133.347797760001,77.0,29190303.87266,441.855
21401,Small- and Mid-Sized Office,LAKE UNION,2431.82997504,Office,2204.5891392000003,,90.0,1365403.85482125,35.84
21413,Small- and Mid-Sized Office,LAKE UNION,3506.1607296,Office,3482.09884224,0.0,1.0,7653961.78415,70.82
21418,Other,MAGNOLIA / QUEEN ANNE,2415.47904,Other,4630.93783488,,,5229174.88692,152.175
21424,Worship Facility,MAGNOLIA / QUEEN ANNE,2159.15955264,Worship Facility,2159.15955264,,63.0,872979.26184875,20.75
21425,Other,MAGNOLIA / QUEEN ANNE,14473.829116800001,Other,14473.829116800001,,,19836088.104599997,237.85500000000002
21432,Other,MAGNOLIA / QUEEN ANNE,1952.63609472,Other,1952.63609472,,,1860633.5226275,25.67
21433,Other,MAGNOLIA / QUEEN ANNE,2836.60852032,Museum,2659.9069382400003,,,6539081.200974999,187.815
21435,Other,MAGNOLIA / QUEEN ANNE,3156.0091718400004,Other - Recreation,4645.152,,,20115996.577659998,547.465
21436,Other,MAGNOLIA / QUEEN ANNE,3771.863424,Other,3065.8003200000003,,,2620866.63305,43.14
21438,Small- and Mid-Sized Office,LAKE UNION,3533.84583552,Office,3533.84583552,1820.8995840000002,82.5,2196051.9993499997,14.345
21442,Small- and Mid-Sized Office,LAKE UNION,6001.16477184,Office,3863.9303366400004,1983.479904,92.5,2804507.6071174997,70.39
21443,Small- and Mid-Sized Office,LAKE UNION,3852.3174566400003,Office,3289.13922816,464.51520000000005,1.0,9756339.75387,244.82
21445,Large Office,LAKE UNION,12143.3563584,Office,11199.27566592,8264.6544384,92.0,7801759.86425,87.12
21447,Small- and Mid-Sized Office,LAKE UNION,3324.0707712000003,Office,2075.54681664,763.10557056,39.0,2266060.6375324996,14.739999999999998
21459,Mixed Use Property,MAGNOLIA / QUEEN ANNE,2334.83920128,Office,748.8914054400001,743.22432,46.0,575221.184796875,3.73
21464,Other,DOWNTOWN,4615.4230272,Other,4615.4230272,,,3252918.6577175,133.68
21465,Other,DOWNTOWN,3373.6809945600003,Other,3373.6809945600003,,,2483753.0796287498,63.8
21468,Other,DOWNTOWN,2408.0467968000003,Other - Entertainment/Public Assembly,1104.4313395200002,402.17726016,,1325939.4014624998,9.155
21469,Small- and Mid-Sized Office,DOWNTOWN,4430.174365440001,Office,2369.02752,789.6758400000001,76.5,2245397.8149625002,71.61500000000001
21471,Other,DOWNTOWN,4173.94778112,Other,3595.9050662400005,247.12208640000003,,436709.38013999996,4.43
21474,Other,DOWNTOWN,4622.8552704,Other,2231.4381177600003,,,36093.338835,0.24
21478,Mixed Use Property,DOWNTOWN,4578.2618112,Retail Store,1450.58806656,858.4240896,,5110131.148295,95.745
21482,Restaurant,DOWNTOWN,2357.8791552000002,Restaurant,1589.94262656,596.9949350400001,,7278603.351714999,221.70999999999998
21483,Small- and Mid-Sized Office,DOWNTOWN,3782.5472736,Office,1941.2090208000002,1510.6034304000002,,3057287.718045,46.745000000000005
21488,Mixed Use Property,DOWNTOWN,7624.0879776,Parking,3347.85394944,2563.56648576,92.0,1919891.7588225,11.84
21495,Small- and Mid-Sized Office,DOWNTOWN,3359.3739264,Office,3359.3739264,,42.0,2106723.76186,13.71
21496,Mixed Use Property,DOWNTOWN,3216.02453568,Other - Restaurant/Bar,599.6891232,540.04537152,,5340633.00791,139.025
21505,Small- and Mid-Sized Office,DOWNTOWN,6215.213376000001,Office,6321.86606592,,100.0,1676646.0932325,14.32
21506,Mixed Use Property,DOWNTOWN,2725.7751936,Office,1181.1692505600001,1076.9320396800001,,2542845.0779325,75.94
21508,Other,DOWNTOWN,2109.8280384,Food Service,2109.8280384,,,298848.118885,1.9749999999999999
21515,Small- and Mid-Sized Office,LAKE UNION,4691.51061696,Office,3433.60345536,1257.9071616,15.0,3289267.452955,21.87
21520,Small- and Mid-Sized Office,LAKE UNION,5059.9640736,Office,5385.77503488,0.0,68.0,3937071.1277749995,45.19
21521,K-12 School,EAST,4269.8237184,K-12 School,4269.8237184,,57.0,5162578.972189999,179.215
21530,Small- and Mid-Sized Office,LAKE UNION,1962.85542912,Office,1962.85542912,,91.0,570115.436262314,3.905
21533,Mixed Use Property,LAKE UNION,25496.49610368,Hotel,10104.41333952,9801.17781696,,10053645.11127,220.675
21534,Small- and Mid-Sized Office,LAKE UNION,4789.33751808,Office,5030.699616000001,60.386976000000004,,1512948.85240375,9.995000000000001
21535,Hotel,LAKE UNION,3578.6251008000004,Hotel,3576.76704,,41.0,2812408.55581,63.445
21537,Hotel,LAKE UNION,2711.46812544,Hotel,1765.15776,,93.0,977918.9583937499,31.56
21546,Worship Facility,LAKE UNION,2539.78330752,Worship Facility,2539.78330752,,60.5,715414.458358125,3.86
21549,Laboratory,MAGNOLIA / QUEEN ANNE,3197.35102464,Laboratory,1918.3548729600002,1278.9961516800001,,12804276.7389,390.68
21550,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,4260.90502656,Office,4260.90502656,,91.5,3711571.571385,125.495
21557,K-12 School,NORTHWEST,4575.660526080001,K-12 School,5676.282840960001,,15.0,4345916.900845,99.07
21570,K-12 School,North,3159.1678752000003,K-12 School,4676.46032448,,,,
21578,K-12 School,SOUTHWEST,3829.5562118400003,K-12 School,5649.80547456,,,,
21580,Small- and Mid-Sized Office,LAKE UNION,3082.1512550400003,Office,3082.1512550400003,1393.5456000000001,89.0,1622711.9535625,36.29
21582,Retail Store,LAKE UNION,2340.59918976,Retail Store,998.8005830400001,747.31205376,,1912511.0865924999,46.835
21601,K-12 School,SOUTHEAST,7023.9343392,K-12 School,7023.9343392,,83.0,2587989.7765074996,46.875
21604,K-12 School,SOUTHEAST,2742.9622560000003,K-12 School,2742.9622560000003,,66.0,1799322.9309675,30.27
21611,Worship Facility,GREATER DUWAMISH,2039.0359219200002,Worship Facility,2039.0359219200002,,67.0,339838.09009187494,2.245
21613,Other,EAST,2897.7387206400003,Other - Recreation,2795.9169888,101.82173184000001,,6402889.044639999,170.515
21616,K-12 School,NORTH,3929.0553676800005,K-12 School,4012.2964915200005,,86.0,1564226.1531699998,40.495
21617,Other,NORTH,3472.4369260800004,"Repair Services (Vehicle, Shoe, Locksmith, etc)",2908.14386112,322.18774272,,3684166.7835325,104.975
21622,Warehouse,GREATER DUWAMISH,2729.4913152000004,Non-Refrigerated Warehouse,1557.7981747200001,635.17808448,31.5,907517.4092731249,5.92
21656,Worship Facility,EAST,2107.78417152,Worship Facility,2107.78417152,,88.0,404601.48102543893,6.175000000000001
21687,Other,SOUTHEAST,2077.68358656,Adult Education,2077.68358656,0.0,,1659302.093775,49.295
21688,Non-Refrigerated Warehouse,SOUTHEAST,2548.7949024,Non-Refrigerated Warehouse,1776.3061248000001,772.4887776,49.0,1569415.46578,36.72
21689,Small- and Mid-Sized Office,GREATER DUWAMISH,3833.3652364800005,Office,3784.68404352,,85.0,2010816.10426875,12.945
21716,Small- and Mid-Sized Office,LAKE UNION,4011.83197632,Office,2469.3628032,1068.10625088,,8087630.217604999,92.375
21723,Worship Facility,NORTH,4243.8108672,Worship Facility,4243.8108672,,80.0,2580569.5395274996,84.735
21741,Senior Care Community,LAKE UNION,67275.55060992,Senior Care Community,67447.60704,,10.0,41706336.10943999,906.73
21768,Worship Facility,SOUTHWEST,2188.98142848,Worship Facility,1698.08176512,1413.24104448,95.5,571053.434031875,3.775
21772,Small- and Mid-Sized Office,Ballard,2679.6952857600004,Office,956.1580876800001,947.6110080000001,,1049691.9536318749,6.404999999999999
21774,K-12 School,DELRIDGE,5065.8169651200005,K-12 School,5043.2415264,,76.0,2126546.0313162496,13.57
21783,Warehouse,GREATER DUWAMISH,1960.3470470400002,Non-Refrigerated Warehouse,1706.90755392,253.43949312,,787696.78381125,23.66
21784,Refrigerated Warehouse,GREATER DUWAMISH,4235.82120576,Refrigerated Warehouse,4235.82120576,,79.0,1351770.9629725,9.145
21785,Other,GREATER DUWAMISH,2476.7950464,Manufacturing/Industrial Plant,2476.7950464,,,2373073.3950949996,15.68
21786,Warehouse,GREATER DUWAMISH,2612.9909030400004,Non-Refrigerated Warehouse,2023.4282112,589.5626918400001,46.0,1023443.8742162499,18.174999999999997
21787,Warehouse,GREATER DUWAMISH,3251.6064,Non-Refrigerated Warehouse,3251.6064,,51.0,410823.69737543893,2.715
21792,Warehouse,GREATER DUWAMISH,2429.4144960000003,Non-Refrigerated Warehouse,2429.4144960000003,,16.5,1085394.9532375,22.9
21793,Small- and Mid-Sized Office,GREATER DUWAMISH,2229.6729600000003,Office,2229.6729600000003,,75.0,1149767.3290175,7.390000000000001
21794,K-12 School,EAST,4050.01512576,K-12 School,3791.28015936,,36.0,3086082.6793299997,76.27000000000001
21795,Other,EAST,7966.4356800000005,Parking,6038.6976,1858.0608000000002,,2212680.0087149995,66.155
21796,K-12 School,EAST,7792.892801280001,K-12 School,7792.892801280001,,72.0,3035112.2032,64.95
21822,Distribution Center,LAKE UNION,2608.7173632000004,Distribution Center,2376.4597632,232.25760000000002,,795633.47266125,15.27
21879,Senior Care Community,NORTHWEST,4765.74014592,Senior Care Community,4765.74014592,,83.0,6539218.886305,221.45
21883,Worship Facility,NORTHWEST,2048.2333228800003,Worship Facility,2127.29380992,0.0,100.0,270378.857945439,1.76
21893,Warehouse,GREATER DUWAMISH,2935.736064,Non-Refrigerated Warehouse,2935.736064,,2.5,3932944.6562324995,95.905
21894,Warehouse,GREATER DUWAMISH,3278.45537856,Non-Refrigerated Warehouse,3278.45537856,,57.5,1070346.66569189,19.665
21896,Warehouse,GREATER DUWAMISH,2686.7559168000003,Non-Refrigerated Warehouse,2787.0912000000003,,48.5,2291449.3376075,81.185
21897,Warehouse,GREATER DUWAMISH,2060.21781504,Non-Refrigerated Warehouse,2060.21781504,,69.0,666210.58128625,27.310000000000002
21898,Warehouse,GREATER DUWAMISH,2907.8651520000003,Non-Refrigerated Warehouse,2907.8651520000003,,90.0,393339.8694973139,7.895
21902,Warehouse,GREATER DUWAMISH,2043.86688,Non-Refrigerated Warehouse,2043.86688,0.0,12.5,755275.05377625,4.99
21904,Small- and Mid-Sized Office,NORTH,3709.3396780800003,Office,3673.47910464,0.0,40.5,3990604.344645,24.27
21905,Other,NORTH,2843.7620544,Other - Recreation,2166.4988928000002,677.2631616,,4943507.368849999,139.63
21907,Medical Office,NORTH,2501.8788672,Medical Office,2501.8788672,,63.0,1089404.3131199998,7.195
21909,Medical Office,NORTH,3599.5282848,Medical Office,6045.10790976,0.0,66.5,3232340.37183,47.825
21913,Self-Storage Facility,NORTHEAST,1885.56009984,Self-Storage Facility,1885.56009984,,,902634.49268125,5.965
21916,Mixed Use Property,NORTHEAST,2056.4087904000003,Medical Office,965.0767795200001,754.0010726400001,,1464503.0029712499,26.35
21917,Medical Office,NORTHEAST,3565.4328691200003,Medical Office,3257.7380006400003,307.69486848,85.5,1964217.26924875,51.94
21920,Warehouse,NORTHEAST,3119.31247104,Non-Refrigerated Warehouse,3119.31247104,,43.0,2106866.65654875,61.22
21921,Supermarket / Grocery Store,NORTHEAST,3066.2648352,Supermarket/Grocery Store,3249.9341452800004,0.0,20.5,11818822.73981,233.23
21945,Other,EAST,1948.26965184,Parking,2181.6420883200003,962.4754944000001,,1610370.883771875,10.64
21955,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,2221.3116864000003,Office,1858.0608000000002,363.2508864,,952403.5522068749,14.23
21964,Worship Facility,BALLARD,2022.0346656000002,Worship Facility,2022.0346656000002,,76.5,592400.89163,18.585
22062,University,EAST,204386.68800000002,College/University,159760.06241472,29632.353638400004,,134326436.76376,3237.855
22078,Worship Facility,CENTRAL,2467.5047424,Worship Facility,2467.5047424,,1.0,2056416.4568812498,70.88499999999999
22095,Warehouse,LAKE UNION,1871.0672256,Non-Refrigerated Warehouse,1871.0672256,,36.5,148741.62110204797,0.98
22138,Worship Facility,SOUTHEAST,2046.56106816,,,,100.0,105527.10119999999,0.64
22139,Retail Store,GREATER DUWAMISH,3608.8185888000003,Retail Store,3608.8185888000003,557.4182400000001,83.0,7054269.900389999,204.715
22142,Supermarket / Grocery Store,GREATER DUWAMISH,2424.02611968,Supermarket/Grocery Store,2410.46227584,0.0,44.0,8223727.154774999,159.66
22149,K-12 School,NORTH,3584.38508928,K-12 School,3750.86733696,,86.5,2241773.02445,62.665000000000006
22163,Small- and Mid-Sized Office,GREATER DUWAMISH,2369.02752,Office,2369.02752,,91.5,1569389.15522125,52.425
22165,Warehouse,GREATER DUWAMISH,3892.1728608000003,Non-Refrigerated Warehouse,3486.0936729600003,241.17629184,,1555673.30928,27.83
22166,Retail Store,GREATER DUWAMISH,5220.50052672,Retail Store,5220.50052672,,,2759895.318195,46.29
22223,K-12 School,BALLARD,3293.22696192,K-12 School,3293.22696192,,95.0,2037783.3719275,67.91
22230,Supermarket / Grocery Store,BALLARD,2714.06941056,Supermarket/Grocery Store,2714.06941056,,10.5,9779564.26212,195.32
22240,Supermarket / Grocery Store,BALLARD,8277.93957312,Supermarket/Grocery Store,4369.60158336,0.0,33.0,15410145.69405,371.185
22252,Other,BALLARD,2972.89728,Other - Recreation,2775.9428352,436.644288,,1555475.68335375,42.555
22259,Mixed Use Property,BALLARD,2893.0006656,Other,1378.6811136000001,873.288576,,1226334.2201599998,38.71
22261,Warehouse,BALLARD,3853.4322931200004,Non-Refrigerated Warehouse,2966.5798732800004,886.85241984,2.5,3625808.1178699997,83.38
22264,Warehouse,BALLARD,3701.2571136,Non-Refrigerated Warehouse,3701.2571136,,2.0,877537.71452,5.505
22312,Other,BALLARD,2840.6033510400002,Library,1393.5456000000001,287.99942400000003,,1521416.9617875,29.910000000000004
22327,Other,BALLARD,2000.01664512,Social/Meeting Hall,2000.01664512,,,348307.221565,6.46
22332,Other,BALLARD,2787.0912000000003,Strip Mall,2399.4997171200002,0.0,,1176814.187765,12.885000000000002
22420,Other,BALLARD,2795.17376448,Other,2838.55948416,,,5429973.114825,36.61
22438,Worship Facility,BALLARD,3757.4634528,Worship Facility,3757.4634528,,68.0,1363104.48343375,35.15
22440,Retail Store,BALLARD,2183.2214400000003,Retail Store,2183.2214400000003,,50.5,1178636.5401499998,12.129999999999999
22441,Small- and Mid-Sized Office,BALLARD,3479.0330419200004,Office,3479.0330419200004,,88.0,2805402.4298799997,45.9
22446,Small- and Mid-Sized Office,BALLARD,2314.4934355200003,Office,2314.4934355200003,,100.0,251373.3203,3.59
22454,Retail Store,Ballard,2082.8861568,Retail Store,2142.99442368,,80.5,1673681.17680875,32.665
22479,Supermarket / Grocery Store,MAGNOLIA / QUEEN ANNE,2400.8003596800004,Supermarket/Grocery Store,2414.2713004800003,,27.0,9953199.706559999,245.535
22480,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,2451.6183225600003,Office,1557.61236864,894.00595392,,1204795.76373125,8.185
22486,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,2402.3797113600003,Office,2402.3797113600003,371.61216,85.0,988407.30985375,15.25
22502,Warehouse,MAGNOLIA / QUEEN ANNE,2378.317824,Non-Refrigerated Warehouse,1913.8026240000002,464.51520000000005,1.0,2084134.8613187498,34.535
22504,Other,MAGNOLIA / QUEEN ANNE,2152.4705337600003,Manufacturing/Industrial Plant,947.6110080000001,,,240764.642570439,1.5899999999999999
22509,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,3881.8606233600003,Office,3101.5679904000003,780.2926329600001,87.5,1411089.0738225,9.325
22511,Warehouse,MAGNOLIA / QUEEN ANNE,5284.696527360001,Non-Refrigerated Warehouse,5284.696527360001,,72.5,1626629.6551074998,36.205
22519,Retail Store,BALLARD,3048.1487424,Retail Store,3048.1487424,,66.0,2312452.0213800003,45.754999999999995
22547,Self-Storage Facility,MAGNOLIA / QUEEN ANNE,2878.97230656,Self-Storage Facility,2878.97230656,,,102555.4711340532,0.675
22548,Self-Storage Facility,MAGNOLIA / QUEEN ANNE,3711.6622540800004,Self-Storage Facility,3711.6622540800004,,,59730.7444045266,0.385
22574,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1860.1046668800002,Office,1930.8967833600002,,80.0,736064.71912,4.6
22577,Distribution Center,MAGNOLIA / QUEEN ANNE,3390.7751539200003,Distribution Center,1693.5295161600002,1597.9322880000002,87.0,646146.50526625,13.535
22579,Distribution Center,MAGNOLIA / QUEEN ANNE,3339.49267584,Distribution Center,2958.4973088,380.99536704,,531096.465476875,10.82
22585,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,2801.21246208,Office,2339.67015936,461.54230272,96.5,850205.39610125,5.665
22607,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,2077.7764896000003,Office,2008.2850156800002,,83.0,612372.023458125,4.045
22609,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,2803.07052288,Office,2803.07052288,,80.0,1058248.5561731248,6.515000000000001
22650,Warehouse,BALLARD,3948.3792000000003,Non-Refrigerated Warehouse,3948.3792000000003,472.96937664,100.0,275608.213353125,1.63
22654,Small- and Mid-Sized Office,BALLARD,2139.74281728,Office,1342.26312192,492.386112,,1229427.2604325,7.945
22672,Other,BALLARD,4250.31408,Other,3980.895264,269.418816,,7761522.777264999,287.745
22676,Small- and Mid-Sized Office,BALLARD,2183.2214400000003,Office,2183.2214400000003,,27.0,1848243.6892824997,33.845
22678,Small- and Mid-Sized Office,BALLARD,2070.06553728,Office,2070.06553728,,92.5,637842.7874187499,14.71
22679,Self-Storage Facility,BALLARD,2229.6729600000003,Self-Storage Facility,2229.6729600000003,,,499757.39185499994,14.305
22684,Mixed Use Property,BALLARD,2516.2788384,Strip Mall,882.57888,761.4333158400001,,2316291.5166025,59.04
22801,Other,NORTH,2718.15714432,Other - Recreation,2972.0611526400003,246.00724992000002,,9101616.468039999,293.805
22804,Small- and Mid-Sized Office,NORTH,3483.864,Office,3483.864,,59.0,2431550.2274774997,40.519999999999996
22810,K-12 School,NORTHWEST,2228.09360832,K-12 School,2228.09360832,,60.0,1374446.5762574999,33.655
22818,Distribution Center,DELRIDGE,2238.963264,Distribution Center,1867.351104,325.16064,26.0,902092.488576875,26.43
22830,Worship Facility,SOUTHWEST,2208.4910668800003,Worship Facility,2208.4910668800003,,94.5,234933.74628634297,1.335
22834,K-12 School,NORTHEAST,2911.85998272,K-12 School,4785.900105600001,,4.5,4824971.37785,133.515
22860,Mixed Use Property,NORTHWEST,5194.39477248,Parking,2234.50391808,2183.31434304,,2771473.6785175,18.59
22863,Other,MAGNOLIA / QUEEN ANNE,1885.3742937600002,Other,1672.2547200000001,213.11957376,,1774532.7796187499,58.230000000000004
22866,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,3769.16923584,Office,2230.41618432,,58.0,1460115.66784375,9.645
22867,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,3874.70708928,Office,3874.70708928,1114.8364800000002,48.0,1886344.675415,12.36
22881,Mixed Use Property,MAGNOLIA / QUEEN ANNE,5355.30283776,Office,1874.4117350400002,1806.0350976000002,,2388524.4850299996,39.11
22883,Warehouse,MAGNOLIA / QUEEN ANNE,3669.39137088,Non-Refrigerated Warehouse,2373.3939628800003,1295.9974080000002,8.5,2006732.4285974998,30.310000000000002
22936,Other,EAST,3073.88288448,Other - Entertainment/Public Assembly,4995.95387904,,,4236548.9855975,119.47
22940,Small- and Mid-Sized Office,NORTHWEST,2561.7084249600002,Office,2561.7084249600002,,74.5,1278849.1063062497,8.265
22953,Retail Store,NORTH,2320.9037452800003,Retail Store,2320.9037452800003,,94.0,547380.9539,3.62
22955,Senior Care Community,North,4056.23962944,Senior Care Community,4056.23962944,0.0,4.0,4434473.62571,82.96
22962,Small- and Mid-Sized Office,NORTHWEST,7070.385859200001,Office,7070.385859200001,,89.0,2847026.2613525,18.064999999999998
23008,Mixed Use Property,North,2973.73340736,Non-Refrigerated Warehouse,1625.8032,1465.0809408,,2343871.7081799996,43.065
23011,Retail Store,NORTH,3866.1600096,Retail Store,3866.1600096,,66.0,2229710.9191174996,13.815000000000001
23017,Medical Office,NORTH,2679.41657664,Medical Office,2679.41657664,,58.0,1551183.30362625,30.705
23020,Self-Storage Facility,NORTH,3097.75896576,Self-Storage Facility,2913.4393344,91.41659136000001,,134018.942902952,0.8300000000000001
23022,Other,NORTH,2833.3569139200004,Other - Recreation,2833.3569139200004,,,2997392.489375,82.035
23040,K-12 School,DELRIDGE,3992.5081440000004,K-12 School,1988.5895712000001,,89.0,1353597.2718325,45.975
23049,Other,DELRIDGE,2160.9247104,"Repair Services (Vehicle, Shoe, Locksmith, etc)",1214.7072480000002,946.2174624,,1966719.34403875,51.2
23051,Small- and Mid-Sized Office,DELRIDGE,2848.3143033600004,Office,2532.7226764800002,803.8900051200001,48.5,3607603.321335,66.165
23056,Other,MAGNOLIA / QUEEN ANNE,2521.76011776,Other,2521.76011776,,,1194546.4493025,31.32
23064,Other,NORTHWEST,2152.19182464,Other,2152.19182464,,,3662699.0820649997,179.79
23065,Medical Office,NORTHWEST,3229.21676736,Medical Office,4149.70008768,0.0,76.0,1631697.9655237498,10.61
23071,Hospital,NORTHWEST,38613.47632128,Hospital (General Medical & Surgical),44920.477900800004,24789.596872320002,86.5,103275409.02895999,3161.37
23076,Worship Facility,NORTHWEST,4154.53104576,Worship Facility,4265.085663360001,95.225616,,1824992.87047375,50.405
23098,Supermarket / Grocery Store,GREATER DUWAMISH,2006.98437312,Supermarket/Grocery Store,2006.98437312,,16.0,6275029.224655,124.72999999999999
23113,Medical Office,EAST,54996.83452224,Medical Office,48326.953668480004,26235.07527168,60.5,109002072.13743998,3279.63
23115,Distribution Center,DELRIDGE,3985.5404160000003,Distribution Center,3999.4758720000004,,56.5,468185.2983673139,2.88
23117,Other,DELRIDGE,5383.916974080001,Adult Education,5383.916974080001,,,3650394.8404624998,94.81
23120,Other,DELRIDGE,2437.0325452800002,Other - Services,1696.59531648,740.4372288000001,,3498255.320345,117.41999999999999
